Bellek Boyutu(GB),Ekran Kartı Skoru,Medyan Fiyat
0.10416666666666667,0.3509565450464033,0.04661423940449033
0.10416666666666667,0.3934398767045264,0.07239014287429463
0.0625,0.2605957047609475,0.03882518909833113
0.14583333333333334,0.610748148892686,0.10953445791811742
0.10416666666666667,0.3509565450464033,0.049143054388281905
0.14583333333333334,0.610748148892686,0.09136000720374594
0.3125,0.8208195128488625,0.2230534878136631
0.22916666666666666,0.49723590310583976,0.09054958578460799
0.0625,0.23801387074077798,0.035523472205546885
0.14583333333333334,0.7178610915669916,0.20704766478568856
0.22916666666666666,0.49723590310583976,0.06475867451074559
0.14583333333333334,0.42302408952323517,0.05744237003241685
0.22916666666666666,0.8405199852581499,0.23593018369552168
0.10416666666666667,,0.06369312042261976
0.020833333333333332,,0.01555558890623124
0.14583333333333334,0.6745736589942037,0.11953715932284788
0.22916666666666666,0.5791201795825376,0.09078971064953777
0.0625,0.5745301035279927,0.01969774282626966
0.10416666666666667,0.3509565450464033,0.048565253932044666
0.14583333333333334,0.610748148892686,0.09559220794813303
0.4791666666666667,0.822327202063859,0.3876740905270741
0.22916666666666666,0.49723590310583976,0.07179733461399929
0.4791666666666667,0.822327202063859,0.2736147796854364
0.22916666666666666,0.6438503032130531,0.09992946332092688
0.0625,0.18504372298723487,0.036806639452515305
0.0625,0.23801387074077798,0.026818945851842958
0.0625,0.13338023922002212,0.027456777524312644
0.3125,0.6567494220524676,0.18795773802377236
0.14583333333333334,0.34824270445940964,0.0501635850642334
0.22916666666666666,0.8405199852581499,0.3870362588546044
0.9791666666666666,0.5649479009615705,0.9983116220434626
0.020833333333333332,0.2454518042014273,0.013056789530555888
0.10416666666666667,0.31621268469192887,0.04496338095809821
0.020833333333333332,0.019331926156732668,0.007016148397166527
0.14583333333333334,0.6745736589942037,0.1195671749309641
0.14583333333333334,0.610748148892686,0.09670278544843318
0.10416666666666667,0.3509565450464033,0.04632909112738624
0.14583333333333334,0.610748148892686,0.06846560211309881
0.0625,0.07049284685227995,0.06368561652059071
0.0625,0.2454518042014273,0.018136931204226197
0.0625,,0.03238684115740185
0.22916666666666666,0.5791201795825376,0.07751530796013928
0.3125,0.8208195128488625,0.14541811742105895
0.22916666666666666,0.49723590310583976,0.05888311922199544
0.10416666666666667,0.3509565450464033,0.034322847880898066
0.22916666666666666,0.49723590310583976,0.07387591547604755
0.0625,,0.02420758794573178
0.0625,0.23801387074077798,0.030158182254772483
0.0625,0.13338023922002212,0.035365890262936725
0.0625,0.31621268469192887,0.03254442310001201
0.020833333333333332,0.2454518042014273,0.012809160763597071
0.3125,0.6567494220524676,0.11123033977668388
0.4791666666666667,0.822327202063859,0.23671809340857244
0.14583333333333334,0.34824270445940964,0.04422799855925081
0.020833333333333332,0.2454518042014273,0.008171749309641013
0.0625,0.23801387074077798,0.03844999399687838
0.14583333333333334,0.610748148892686,0.11733101212630567
0.14583333333333334,0.34824270445940964,0.053225177092087884
0.22916666666666666,0.45277582336583244,0.06386571016928803
0.10416666666666667,0.3851643381244346,0.06510385400408213
0.14583333333333334,0.6745736589942037,0.13757653980069637
0.22916666666666666,0.5791201795825376,0.0947292592147917
0.0,0.2967467417160854,0.00449483731540401
0.0625,0.13338023922002212,0.03456297274582783
0.020833333333333332,0.2454518042014273,0.014947772841877776
0.10416666666666667,0.3215733574563608,0.05469594188978269
,0.0,0.004637411453956057
0.0625,0.18504372298723487,0.03701674870932885
0.22916666666666666,0.49723590310583976,0.08294813302917517
0.0625,,0.02305949093528635
0.020833333333333332,0.006432807317318329,0.01524792892303998
0.0625,0.01293262304419205,0.015060331372313603
0.14583333333333334,0.468991858478239,0.05270740785208308
0.020833333333333332,0.0,0.004922559731060152
0.10416666666666667,0.3509565450464033,0.052339716652659386
0.3125,0.748483934733809,0.18747748829391284
0.14583333333333334,0.610748148892686,0.10602263176851963
0.14583333333333334,0.42302408952323517,0.04741715692159923
0.10416666666666667,0.3509565450464033,0.06018129427302197
0.0625,0.14259389553388951,0.07003391763717133
0.0625,0.18504372298723487,0.03983071197022452
0.020833333333333332,0.03467685194491909,0.01139842718213471
0.0625,,0.016501080561892183
0.14583333333333334,0.6745736589942037,0.17726467763236883
0.14583333333333334,0.6745736589942037,0.14445011405931085
0.0625,0.019331926156732668,0.008186757113699124
0.10416666666666667,0.38533185914832313,0.1180288750150078
0.14583333333333334,0.34824270445940964,0.04903049585784608
0.22916666666666666,0.49723590310583976,0.08083203265698163
0.0625,,0.00995767799255613
0.0625,0.053104164572653864,0.01488023772361628
0.14583333333333334,0.34824270445940964,0.06095419618201465
0.14583333333333334,0.34824270445940964,0.061719594188978266
0.4791666666666667,0.6638523134653399,0.8150363188858206
0.14583333333333334,0.610748148892686,0.08037429463320928
0.020833333333333332,0.2454518042014273,0.011803637891703685
0.14583333333333334,0.6745736589942037,0.14069816304478328
0.14583333333333334,0.5574429590913659,0.19506393324528756
0.3125,0.748483934733809,0.19977638371953416
0.0625,0.08064462089992296,0.02169378076599832
0.0625,0.13338023922002212,0.024275123063993275
0.020833333333333332,0.006432807317318329,0.0158632488894225
0.14583333333333334,0.6745736589942037,0.18277254172169527
0.0625,0.23801387074077798,0.034510445431624445
0.0625,0.18504372298723487,0.03602623364149358
0.14583333333333334,0.6745736589942037,0.17267979349261617
0.0625,0.2454518042014273,0.007091187417457077
0.020833333333333332,0.006432807317318329,0.015045323568255492
0.0625,0.18504372298723487,0.036431444351062554
0.0625,0.044024525077897274,0.023817385040220913
0.3125,0.8208195128488625,0.19272271581222236
0.10416666666666667,0.31621268469192887,0.08032176731900588
0.0625,0.044024525077897274,0.02041811742105895
0.14583333333333334,0.6745736589942037,0.15588606075159084
0.0625,0.2454518042014273,0.018204466322487695
0.0625,0.18504372298723487,0.04412294393084404
0.020833333333333332,0.019331926156732668,0.012118801776924001
0.020833333333333332,0.006432807317318329,0.01408482410853644
0.0625,0.18504372298723487,0.03610127266178413
0.22916666666666666,0.49723590310583976,0.05881558410373394
0.0625,0.23801387074077798,0.05019360067234962
0.14583333333333334,0.468991858478239,0.07591697682795054
0.020833333333333332,0.01293262304419205,0.02336715091847761
0.10416666666666667,0.3215733574563608,0.05008104214191379
0.14583333333333334,0.7178610915669916,0.16131888582062673
0.0625,0.13338023922002212,0.029415295953896026
0.020833333333333332,0.006432807317318329,0.014062312402449274
,0.2454518042014273,0.007353823988474006
0.3125,0.8208195128488625,0.15293702725417216
0.020833333333333332,0.2454518042014273,0.00835934686036739
0.14583333333333334,0.34824270445940964,0.05856795533677512
0.3125,0.8208195128488625,0.22998709328851002
0.0625,0.2454518042014273,0.01035538480009605
0.14583333333333334,0.468991858478239,0.09691289470524672
0.10416666666666667,0.5841458102991924,0.12764887741625644
0.020833333333333332,0.006432807317318329,0.014932765037819666
0.22916666666666666,0.5791201795825376,0.15706417337015247
0.020833333333333332,0.006432807317318329,0.015382999159562974
0.020833333333333332,0.20414111971052365,0.004307239764677632
0.10416666666666667,0.3934398767045264,0.060293852803457795
0.020833333333333332,0.269239789593594,0.022204046103974067
0.020833333333333332,0.20414111971052365,0.004757473886420939
0.3125,0.748483934733809,0.13443240485052227
0.10416666666666667,0.3509565450464033,0.03792472085484452
0.0625,0.2454518042014273,0.012178832993156441
0.14583333333333334,0.610748148892686,0.08573208068195462
0.14583333333333334,0.468991858478239,0.06246248048985473
0.0625,0.2454518042014273,0.01247148517228959
0.0625,0.13338023922002212,0.03342237963741145
0.0625,0.23801387074077798,0.033820086444951374
0.10416666666666667,0.5841458102991924,0.08682765037819666
0.0625,0.2454518042014273,0.01067805258734542
0.0625,0.2454518042014273,0.011375915476047545
0.0625,0.18504372298723487,0.034990695161483974
0.020833333333333332,0.006432807317318329,0.015638131828550846
0.0625,0.01293262304419205,0.022129007083683514
0.0625,0.18504372298723487,0.03147886901188618
0.22916666666666666,0.49723590310583976,0.07184235802617361
0.0625,0.053104164572653864,0.021761315884259815
0.0,0.0592354340469729,0.004922559731060152
0.020833333333333332,0.01293262304419205,0.015135370392604154
0.14583333333333334,0.7178610915669916,0.1421013927242166
0.0625,0.2454518042014273,0.012644074918957858
0.020833333333333332,0.2454518042014273,0.008689518549645815
0.0625,0.18504372298723487,0.035073238083803575
0.0625,0.16725299025027643,0.030353283707527913
0.020833333333333332,0.2454518042014273,0.009597490695161484
,0.01293262304419205,0.018001860967703207
0.14583333333333334,0.2215633061949275,0.026406231240244927
0.0625,0.01293262304419205,0.01863969264017289
0.3125,0.440781318055416,0.19334553968063392
0.0625,0.03467685194491909,0.016313483011165805
0.22916666666666666,0.45277582336583244,0.06577170128466803
0.1875,0.7730760210406405,0.17850282146716293
0.0625,0.01293262304419205,0.017439068315524074
0.14583333333333334,0.6638523134653399,0.14223646296073958
0.020833333333333332,0.2454518042014273,0.009897646776323689
0.22916666666666666,0.5791201795825376,0.08651248649297635
0.14583333333333334,0.42302408952323517,0.04857275783407372
0.22916666666666666,0.8405199852581499,0.2834298835394405
0.0625,0.01293262304419205,0.01966772721815344
0.22916666666666666,0.8405199852581499,0.32855835034217795
0.14583333333333334,0.610748148892686,0.11032987153319726
0.0625,0.2454518042014273,0.011556009124744868
0.0625,0.5745301035279927,0.021161003721935405
0.0625,0.08064462089992296,0.03125375195101453
0.3125,0.440781318055416,0.26943510625525274
0.0625,0.0592354340469729,0.010790611117781247
0.0625,,0.034630507864089326
0.14583333333333334,0.440781318055416,0.17472085484451916
0.22916666666666666,0.49723590310583976,0.07617961339896746
0.0,0.2454518042014273,0.008441889782686998
0.14583333333333334,0.4451368646765169,0.15302707407852084
0.10416666666666667,0.3509565450464033,0.049420698763356946
0.0625,0.18504372298723487,0.0332647976948013
0.020833333333333332,0.5745301035279927,0.020995917877296193
0.020833333333333332,0.010855362347974665,0.004975087045263537
0.10416666666666667,0.31621268469192887,0.07025903469804298
0.0625,0.23801387074077798,0.03252191139392484
0.22916666666666666,0.49723590310583976,0.06566664665626126
0.0625,0.13338023922002212,0.03682164725657342
0.0625,0.16725299025027643,0.025453235682554927
0.14583333333333334,0.34824270445940964,0.05828280705967103
0.0625,0.18504372298723487,0.04079871533197263
0.0625,0.16725299025027643,0.03225177092087886
0.020833333333333332,0.22642141588769393,0.006828550846440149
0.020833333333333332,0.010855362347974665,0.004960079241205427
0.020833333333333332,0.2454518042014273,0.01304178172649778
0.4791666666666667,0.822327202063859,0.38746398127026055
0.4791666666666667,0.6638523134653399,0.25363939248409173
0.22916666666666666,0.5791201795825376,0.08203265698163045
0.0625,0.16725299025027643,0.02949033497418658
0.0625,0.044024525077897274,0.020748289110337374
0.10416666666666667,0.3509565450464033,0.06428592868291512
0.22916666666666666,0.49723590310583976,0.08513176851963021
0.0,0.2967467417160854,0.004577380237723617
0.0,,0.0037444471124984994
0.4791666666666667,0.4670486146011324,0.4140202905510866
0.3125,0.440781318055416,0.14474276623844398
0.22916666666666666,0.5791201795825376,0.07110697562732621
0.22916666666666666,0.49723590310583976,0.05608416376515788
0.0625,0.053104164572653864,0.022316604634409893
0.020833333333333332,0.22642141588769393,0.007271281066154401
0.10416666666666667,0.3509565450464033,0.037699603793972865
0.3125,0.440781318055416,0.17840527074078522
0.22916666666666666,0.49723590310583976,0.07624714851722895
0.0625,0.18504372298723487,0.03412024252611358
,0.18504372298723487,0.0365740184896146
0.020833333333333332,0.22642141588769393,0.00656591427542322
0.0625,0.2454518042014273,0.010880657942129907
0.020833333333333332,0.2454518042014273,0.013214371473166047
0.0625,0.044024525077897274,0.029843018369552166
0.0625,0.01293262304419205,0.013311922199543762
0.1875,0.7730760210406405,0.16369011886180815
0.4791666666666667,0.9224377659396253,0.381258254292232
,0.006432807317318329,0.01655360787609557
0.3125,0.8208195128488625,0.20616220434626006
0.6458333333333334,0.3890173216738701,0.5337225357185736
0.020833333333333332,0.006432807317318329,0.014520050426221636
0.0625,0.01293262304419205,0.020545683755552886
0.0625,0.2454518042014273,0.017003841997838876
0.0625,0.18504372298723487,0.03707677992556129
0.14583333333333334,0.42302408952323517,0.07531666466562613
0.22916666666666666,0.45277582336583244,0.10205306759514948
0.0625,0.2454518042014273,0.018069396085964702
0.10416666666666667,0.3215733574563608,0.0470719774282627
0.10416666666666667,0.3509565450464033,0.04882038660103254
0.10416666666666667,0.31621268469192887,0.06520140473045984
0.0,0.006432807317318329,0.0038495017409052707
0.0625,0.13338023922002212,0.03825489254412295
0.0625,0.16725299025027643,0.03294212990755193
0.020833333333333332,0.2454518042014273,0.015045323568255492
0.0625,0.18504372298723487,0.032364329451314684
0.020833333333333332,0.0592354340469729,0.007181234241805739
0.0625,0.01293262304419205,0.01768669708248289
0.0625,0.01293262304419205,0.02692400048024973
0.0,0.20414111971052365,0.004667427062072278
0.14583333333333334,0.42302408952323517,0.05083143234481931
0.3125,0.8208195128488625,0.14650618321527195
0.0625,0.18504372298723487,0.03776713891223436
0.0625,0.23801387074077798,0.028252191139392483
0.0625,0.18504372298723487,0.034540461039740664
0.0,0.0,0.006806039140352983
0.14583333333333334,0.47850705263510573,0.06957617961339897
0.020833333333333332,0.006432807317318329,0.016335994717252972
,0.2454518042014273,0.00835934686036739
0.020833333333333332,0.2454518042014273,0.014302437267379037
0.22916666666666666,0.5791201795825376,0.09141253451794934
0.0625,0.18052065534224543,0.05978358746548205
0.10416666666666667,0.31621268469192887,0.09090226917997359
0.020833333333333332,0.16319898147217476,0.023464701644855326
0.0625,0.18504372298723487,0.03549345659743067
0.3125,0.440781318055416,0.2270680753992076
0.020833333333333332,0.22642141588769393,0.0050651338696121985
0.3125,0.8208195128488625,0.20108206267258974
0.0625,0.18504372298723487,0.034495437627566336
0.22916666666666666,0.49723590310583976,0.0801341697682795
0.020833333333333332,0.006432807317318329,0.015960799615800218
0.14583333333333334,0.34824270445940964,0.07110697562732621
0.020833333333333332,0.006432807317318329,0.015405510865650137
0.4791666666666667,0.4670486146011324,0.3907581942610157
0.14583333333333334,0.6745736589942037,0.21640503061592029
0.14583333333333334,0.6745736589942037,0.21640503061592029
0.4791666666666667,0.4670486146011324,0.3909532957137712
0.22916666666666666,0.45277582336583244,0.10119762276383719
0.14583333333333334,0.4139109458237009,0.0
0.0625,0.2215633061949275,0.001170608716532597
0.14583333333333334,,0.05459088726137592
0.14583333333333334,0.3759171776057895,0.0
0.041666666666666664,0.25979160384628275,0.04333503421779325
0.14583333333333334,0.47850705263510573,0.045953896025933486
0.14583333333333334,0.2215633061949275,0.0010880657942129908
0.14583333333333334,0.6638523134653399,0.002813963260895666
0.14583333333333334,,0.043312522511706086
0.10416666666666667,0.3934398767045264,0.05796013927242166
0.041666666666666664,,0.001170608716532597
0.1875,0.7730760210406405,0.24073268099411693
0.10416666666666667,0.38533185914832313,0.023577260175291152
0.14583333333333334,0.610748148892686,0.09075219113939248
0.14583333333333334,0.7178610915669916,0.15213410973706326
0.0625,,0.033017168927842476
0.22916666666666666,0.8197808825007538,0.167074378676912
0.14583333333333334,0.6745736589942037,0.16338996278064594
0.10416666666666667,0.3934398767045264,0.06421088966262456
0.0625,0.23094448353268338,0.08077950534277824
0.10416666666666667,0.3934398767045264,0.043327530315764196
0.1875,0.7730760210406405,0.4489959779085124
0.3125,0.7038228297651354,0.42955336775123065
0.22916666666666666,0.8405199852581499,0.9748694321046945
,0.25979160384628275,0.06081912594549166
0.10416666666666667,0.3934398767045264,0.0751215632128707
0.14583333333333334,0.7178610915669916,0.12418957858086205
0.0625,0.01293262304419205,0.017889302437267378
0.020833333333333332,0.2454518042014273,0.011315884259815103
,0.0054276811739873325,0.0036468963861207826
,0.3934398767045264,0.0650063032777044
0.0625,0.18052065534224543,0.057772541721695284
0.020833333333333332,0.06730994739839849,0.018234481930603914
0.4791666666666667,0.6638523134653399,0.3735667547124505
0.0625,0.18504372298723487,0.032334313843198466
0.22916666666666666,0.6438503032130531,0.09092478088606075
0.10416666666666667,0.31621268469192887,0.04935316364509545
0.3125,0.8208195128488625,0.2159172769840317
0.14583333333333334,0.610748148892686,0.11324138552047064
0.14583333333333334,0.6745736589942037,0.09896145995917878
0.14583333333333334,0.47850705263510573,0.06054148157041662
0.14583333333333334,0.23094448353268338,0.07335064233401369
0.14583333333333334,0.3851643381244346,0.05834283827590347
0.22916666666666666,0.49723590310583976,0.06884079721455157
0.22916666666666666,0.5791201795825376,0.08886871173009965
0.14583333333333334,,0.07335064233401369
0.14583333333333334,0.42302408952323517,0.07355324768879817
0.0625,0.23801387074077798,0.03400768399567775
0.10416666666666667,0.3934398767045264,0.09214791691679673
0.22916666666666666,0.49723590310583976,0.06772271581222236
0.4791666666666667,0.9224377659396253,0.3452845479649418
0.22916666666666666,0.8405199852581499,0.25343678712930723
0.14583333333333334,0.6745736589942037,0.09585484451914995
0.14583333333333334,0.6745736589942037,0.09704796494176972
0.14583333333333334,0.34824270445940964,0.04554868531636451
0.0625,0.01293262304419205,0.02732170728778965
0.020833333333333332,0.16319898147217476,0.01937507503902029
0.22916666666666666,0.5791201795825376,0.08919137951734903
0.22916666666666666,0.8405199852581499,0.3622433665506063
0.10416666666666667,0.3851643381244346,0.09548715331972626
0.10416666666666667,0.3215733574563608,0.03532837075279145
0.10416666666666667,0.3509565450464033,0.034698042982350824
0.22916666666666666,0.8405199852581499,0.1924975987513507
0.0625,0.16725299025027643,0.026038540040821227
0.0,0.2454518042014273,0.022699303637891705
0.14583333333333334,0.6745736589942037,0.14520050426221634
0.14583333333333334,0.6745736589942037,0.09433155240725177
0.0625,0.2454518042014273,0.016335994717252972
0.4791666666666667,0.822327202063859,0.40569846320086445
0.14583333333333334,0.3789995644453379,0.0808545443630688
0.14583333333333334,0.47850705263510573,0.12932224756873575
0.0625,0.13338023922002212,0.039297934926161605
0.0625,0.2215633061949275,0.037271881378316725
0.0625,0.23801387074077798,0.03433035178292712
0.10416666666666667,0.3509565450464033,0.035485952695401606
0.14583333333333334,0.34824270445940964,0.051334193780766
0.14583333333333334,0.5209233758836734,0.05953595869852323
0.10416666666666667,0.38533185914832313,0.11786378917036859
0.10416666666666667,0.3851643381244346,0.04972085484451915
0.0625,0.23801387074077798,0.03477308200264137
,,0.008059190779205187
0.0,0.006432807317318329,0.004007083683515428
0.3125,0.6567494220524676,0.09859376875975508
0.14583333333333334,0.7178610915669916,0.14198133029175172
0.14583333333333334,0.34824270445940964,0.0680979109136751
0.10416666666666667,0.3509565450464033,0.048557750030015605
0.020833333333333332,0.12440111233959861,0.004870032416856765
0.0625,0.18504372298723487,0.030540881258254292
0.020833333333333332,0.20414111971052365,0.004209689038299916
0.14583333333333334,0.7178610915669916,0.1322562732620963
0.3125,0.8913123597011424,0.19148457197742827
0.1875,0.7730760210406405,0.22856135190298957
0.1875,0.7730760210406405,0.1598856405330772
0.4791666666666667,0.9224377659396253,0.4090151878977068
0.22916666666666666,0.45277582336583244,0.06747508704526353
0.020833333333333332,0.2454518042014273,0.012493996878376755
0.14583333333333334,0.6745736589942037,0.13562552527314203
0.0625,0.13338023922002212,0.04107635970704766
0.14583333333333334,0.47850705263510573,0.058958158242285987
0.14583333333333334,0.47850705263510573,0.09510445431624445
0.0625,0.18504372298723487,0.030946091967823268
0.22916666666666666,0.6438503032130531,0.09510445431624445
0.020833333333333332,,0.014820206507383839
0.08333333333333333,0.0675444768318424,0.20016658662504502
,0.2172412637786042,0.0007128706927602353
0.0625,0.18504372298723487,0.035073238083803575
0.22916666666666666,0.5791201795825376,0.11689578580862048
0.10416666666666667,0.31621268469192887,0.039125345179493336
0.0625,0.16725299025027643,0.02606855564893745
0.10416666666666667,0.3215733574563608,0.09585484451914995
0.9791666666666666,0.5649479009615705,0.8657026653860007
0.0625,0.01293262304419205,0.01383719534157762
0.0625,0.019331926156732668,0.019127446272061473
0.10416666666666667,0.31621268469192887,0.03489314443510626
0.0625,0.18504372298723487,0.0365740184896146
0.10416666666666667,0.31621268469192887,0.07515157882098691
0.14583333333333334,0.42302408952323517,0.06584674030495857
0.0625,0.16725299025027643,0.02831972625765398
0.0625,0.18504372298723487,0.04251710889662624
0.10416666666666667,0.3934398767045264,0.10335874654820507
0.14583333333333334,0.34824270445940964,0.06466862768639693
0.020833333333333332,0.0,0.00621323088005763
0.0,0.22642141588769393,0.004757473886420939
0.14583333333333334,0.6745736589942037,0.10306609436907192
0.14583333333333334,0.6745736589942037,0.21036438948253092
0.0625,0.18504372298723487,0.03366250450234122
0.3125,0.6567494220524676,0.18494116940809222
0.14583333333333334,0.7178610915669916,0.12337165325969504
0.20833333333333334,0.6560458337521359,0.2759559971185016
0.22916666666666666,0.5791201795825376,0.07531666466562613
0.3125,0.748483934733809,0.20841337495497658
0.3125,0.8208195128488625,0.2234211790130868
0.1875,0.7730760210406405,0.15183395365590108
0.14583333333333334,0.34824270445940964,0.06799285628526834
0.0625,0.18504372298723487,0.04329751470764798
0.22916666666666666,0.5791201795825376,0.10476948012966743
0.1875,0.7730760210406405,0.24865680153679914
0.14583333333333334,0.42302408952323517,0.07947382638972265
0.10416666666666667,0.3509565450464033,0.04760475447232561
0.14583333333333334,0.468991858478239,0.13062042261976228
0.0625,0.044024525077897274,0.01977278184656021
0.10416666666666667,0.31621268469192887,0.07753781966622644
0.0625,0.18504372298723487,0.05452335214311442
0.020833333333333332,0.18052065534224543,0.026503781966622644
0.14583333333333334,0.34824270445940964,0.06302527314203386
0.3125,0.6567494220524676,0.20785058230279746
0.020833333333333332,0.2454518042014273,0.009304838516028334
0.14583333333333334,0.6745736589942037,0.13625585304358268
0.10416666666666667,0.3934398767045264,0.05455336775123064
,0.2454518042014273,0.012561531996638252
0.3125,0.8208195128488625,0.1468813783167247
0.0625,,0.03634139752671389
0.10416666666666667,0.3509565450464033,0.04632909112738624
0.10416666666666667,0.38533185914832313,0.12067775243126426
0.10416666666666667,0.3215733574563608,0.0805018609677032
0.020833333333333332,0.01293262304419205,0.019157461880177692
0.0625,0.18504372298723487,0.03631888582062673
0.0625,0.13338023922002212,0.03039080321767319
0.22916666666666666,0.49723590310583976,0.08940899267619162
0.22916666666666666,0.5791201795825376,0.08632488894224997
0.14583333333333334,0.468991858478239,0.07560181294273022
0.14583333333333334,0.4451368646765169,0.24343408572457678
0.4791666666666667,0.4670486146011324,0.40126365710169287
0.0625,0.14259389553388951,0.06321287069276023
0.4791666666666667,0.9224377659396253,0.347768339536559
0.14583333333333334,0.610748148892686,0.09139752671389122
0.22916666666666666,0.49723590310583976,0.07631468363549046
0.14583333333333334,0.6745736589942037,0.10173790370992916
0.020833333333333332,0.2454518042014273,0.01276413735142274
0.10416666666666667,0.3509565450464033,0.04257714011285869
0.020833333333333332,0.010855362347974665,0.009559971185016208
0.14583333333333334,0.6745736589942037,0.10695311562012247
0.020833333333333332,,0.012561531996638252
0.0625,0.2454518042014273,0.009785088245887861
0.10416666666666667,0.3509565450464033,0.03891523592267979
0.0,0.18052065534224543,0.009770080441829752
0.14583333333333334,0.6745736589942037,0.1479169167967343
0.10416666666666667,0.31621268469192887,0.08745047424660823
0.10416666666666667,0.3934398767045264,0.05834283827590347
0.10416666666666667,0.3215733574563608,0.03920788810181294
0.0625,0.01293262304419205,0.020815824228598873
0.14583333333333334,0.7178610915669916,0.13862708608476407
0.14583333333333334,0.7178610915669916,0.16099621803337735
0.1875,0.7730760210406405,0.22251320686757114
0.10416666666666667,0.3215733574563608,0.07910613519029895
0.0625,0.14259389553388951,0.07071677272181534
0.020833333333333332,0.2454518042014273,0.024567775243126425
0.020833333333333332,0.006432807317318329,0.018159442910313364
0.0625,0.16725299025027643,0.030946091967823268
0.14583333333333334,0.610748148892686,0.08751800936486973
0.14583333333333334,0.6745736589942037,0.1356330291751711
0.22916666666666666,0.49723590310583976,0.07034157762036258
0.4791666666666667,0.9224377659396253,0.3434836114779685
0.0,0.20414111971052365,0.00581552407251771
0.08333333333333333,0.1585754012128522,0.08609977188137832
0.1875,0.7730760210406405,0.1988834193780766
0.14583333333333334,0.42302408952323517,0.08835844639212391
0.020833333333333332,0.2454518042014273,0.006858566454556369
0.14583333333333334,0.42302408952323517,0.08084704046103974
0.0625,0.2605957047609475,0.0343003361748109
0.1875,0.7730760210406405,0.22997208548445192
0.0,0.20414111971052365,0.005237723616280466
0.22916666666666666,0.5791201795825376,0.12325909472925921
0.22916666666666666,0.49723590310583976,0.09354364269420098
0.22916666666666666,0.49723590310583976,0.1483821587225357
0.020833333333333332,0.006432807317318329,0.014812702605354784
0.4791666666666667,0.822327202063859,0.2684445911874175
0.020833333333333332,0.006432807317318329,0.01692129907551927
0.22916666666666666,0.5791201795825376,0.15169888341937807
0.4791666666666667,0.822327202063859,0.3876740905270741
0.14583333333333334,0.7178610915669916,0.1397601752911514
0.14583333333333334,0.47850705263510573,0.04333503421779325
0.10416666666666667,0.3509565450464033,0.048902929523352144
0.10416666666666667,0.3509565450464033,0.07273532236763117
