Ağırlık(kg),İşlemci Arttırılmış Frekans(GHz),İşlemci Çekirdek Sayısı,İşlemci Temel Frekans(GHz),İşlemci Önbelleği(MB),Ram(Bellek) Boyutu(GB),Ram(Bellek) Frekansı(MHz),Ekran Boyutu(inç),Harici Ekran Kartı Belleği(GB),İşlemci Skoru,Medyan Fiyat,Ekran Kartı Skoru
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.05195522119803836,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05195522119803836,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.05195522119803836,0.1746450973918785
0.033702290076335885,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.06205869514981899,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.05793129124194418,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.04599840809304953,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.06304079903458547,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.0562110046986931,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05709040490923563,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.05793129124194418,0.1746450973918785
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0234375,0.359375,0.0888888888888889,,0.01124235807860262,0.03807738721852774,
,0.001064516129032258,0.375,0.1702127659574468,0.34375,0.0078125,0.359375,0.14814814814814814,,0.016056768558951964,0.04759673402315968,0.1746450973918785
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0703125,0.359375,0.0888888888888889,,0.009610262008733625,0.039316250288854084,
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0703125,0.359375,0.0888888888888889,,0.009610262008733625,0.04413690399774052,
0.027977099236641222,0.001032258064516129,0.125,0.2978723404255319,0.21875,0.1484375,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.0759493670886076,0.01381517129288671
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.05484376203558682,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.060293475749094924,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.05839345777595194,0.1746450973918785
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.05839345777595194,
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.057507638585770404,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.04857241892828716,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.06304079903458547,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05195522119803836,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.05839345777595194,0.1746450973918785
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.05484376203558682,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.05793771022158318,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.06131409351169538,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.04857241892828716,0.1746450973918785
0.033702290076335885,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05487585693378181,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.05217988548540324,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.05793771022158318,0.1746450973918785
0.033702290076335885,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05685932164223175,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05877859655429173,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.04857241892828716,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.061063753305774515,
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.057507638585770404,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.053957942845405296,0.1746450973918785
0.027977099236641222,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05757824736179937,0.1746450973918785
0.027977099236641222,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0078125,0.359375,0.14814814814814814,,0.034101528384279475,0.0618404498420931,0.1746450973918785
0.027977099236641222,0.000967741935483871,0.25,0.23404255319148937,0.21875,0.0234375,0.359375,0.14814814814814814,,0.01310807860262009,0.06451716435155468,
,0.001064516129032258,0.375,0.1702127659574468,0.34375,0.0078125,0.359375,0.14814814814814814,,0.016056768558951964,0.045446375844095825,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.061063753305774515,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.04515752176034098,0.1746450973918785
0.033702290076335885,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0546875,0.359375,0.14814814814814814,,0.034101528384279475,0.059426913497830386,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.055370118365984544,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.053675507741289444,0.1746450973918785
0.027977099236641222,0.001032258064516129,0.125,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.0618404498420931,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.053675507741289444,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.057507638585770404,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.05128764731558272,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.06142321616555832,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.033702290076335885,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.06013300125812001,0.1746450973918785
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.061063753305774515,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.05217988548540324,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.06219349372223791,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.05260353814157701,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.057507638585770404,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.049098775258684876,
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.05484376203558682,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0234375,0.359375,0.0888888888888889,,0.01124235807860262,0.04538218604770586,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0703125,0.359375,0.0888888888888889,,0.01124235807860262,0.05434950060338409,
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.057507638585770404,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.053957942845405296,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.055370118365984544,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.05128764731558272,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.05110791588569081,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.053957942845405296,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05110791588569081,0.1746450973918785
0.033702290076335885,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.055517754897681466,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.05709040490923563,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.05110791588569081,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05110791588569081,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.057507638585770404,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.05195522119803836,0.1746450973918785
0.033702290076335885,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0546875,0.359375,0.14814814814814814,,0.034101528384279475,0.054233958969882146,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05709040490923563,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05709040490923563,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.06194957249595604,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.05793129124194418,0.1746450973918785
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0390625,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.05787993940483221,0.01381517129288671
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0390625,0.359375,0.0888888888888889,,0.009610262008733625,0.039316250288854084,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05110791588569081,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.06194957249595604,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.053957942845405296,0.1746450973918785
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0234375,0.359375,0.0888888888888889,,0.01124235807860262,0.04538218604770586,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.05235961691529514,
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.061339769430251365,
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.06283539168613757,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.05217988548540324,0.1746450973918785
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.057507638585770404,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.1328125,0.359375,0.0888888888888889,,0.01124235807860262,0.05353429018923152,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.05128764731558272,0.1746450973918785
0.027977099236641222,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.060139420237759006,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.060473207178986826,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0390625,0.359375,0.14814814814814814,,0.034101528384279475,0.06304079903458547,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.054522813053636994,0.1746450973918785
,0.001064516129032258,0.375,0.1702127659574468,0.34375,0.0546875,0.359375,0.14814814814814814,,0.016056768558951964,0.056249518576527074,0.1746450973918785
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.05839345777595194,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.06117929493927645,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.061339769430251365,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.044432177061134365,0.1746450973918785
0.024160305343511455,,0.125,0.23404255319148937,0.09375,0.0234375,0.234375,0.14814814814814814,,0.006418122270742357,0.05891981410634965,0.1746450973918785
0.027977099236641222,0.000967741935483871,0.125,0.276595744680851,0.09375,0.0234375,,0.14814814814814814,,0.006624454148471615,0.06810537396975377,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.05793129124194418,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.04857241892828716,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.06133335045061237,
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.05709040490923563,0.1746450973918785
0.026068702290076334,0.001032258064516129,0.375,0.2978723404255319,0.21875,0.0703125,0.359375,0.14814814814814814,,0.034101528384279475,0.06131409351169538,0.1746450973918785
,0.001064516129032258,0.375,0.1702127659574468,0.34375,0.0546875,0.359375,0.14814814814814814,,0.016056768558951964,0.056249518576527074,0.1746450973918785
0.024160305343511455,,0.125,0.23404255319148937,0.09375,0.0234375,0.234375,0.14814814814814814,,0.006418122270742357,0.05891981410634965,0.1746450973918785
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.061339769430251365,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0390625,0.359375,0.14814814814814814,,0.016056768558951964,0.06117929493927645,
0.026068702290076334,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0234375,0.359375,0.14814814814814814,,0.016056768558951964,0.044432177061134365,0.1746450973918785
0.027977099236641222,0.001064516129032258,0.375,0.1702127659574468,0.21875,0.0703125,0.359375,0.14814814814814814,,0.016056768558951964,0.05839345777595194,
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.053309625901866636,0.1746450973918785
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0703125,0.359375,0.0888888888888889,,0.01124235807860262,0.04538218604770586,
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0390625,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.06142963514519732,0.01381517129288671
0.031793893129770996,0.0008387096774193549,0.125,0.0,0.15625,0.0546875,0.2759375,0.14814814814814814,,0.034101528384279475,0.0628032967879426,
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0234375,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.0625850514802167,0.01381517129288671
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0234375,0.359375,0.0888888888888889,,0.01124235807860262,0.048643027704316125,
0.027977099236641222,0.001032258064516129,0.125,0.2978723404255319,0.21875,0.0234375,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.055569106734793434,0.01381517129288671
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.1328125,0.359375,0.0888888888888889,,0.01124235807860262,0.04945823811846869,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0703125,0.359375,0.0888888888888889,,0.01124235807860262,0.05108865894677382,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0390625,0.359375,0.0888888888888889,,0.01124235807860262,0.044278121549798446,
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0234375,0.359375,0.14814814814814814,,0.034101528384279475,0.06440162271805273,0.1746450973918785
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0390625,0.359375,0.0888888888888889,,0.01124235807860262,0.047827817290163555,
0.024160305343511455,0.001032258064516129,0.125,,0.21875,0.0234375,0.359375,0.0888888888888889,,0.034101528384279475,0.06162220453436722,0.1746450973918785
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.1328125,0.359375,0.0888888888888889,,0.01124235807860262,0.057610342259994354,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0234375,0.359375,0.0888888888888889,,0.01124235807860262,0.048643027704316125,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0390625,0.359375,0.0888888888888889,,0.01124235807860262,0.04212134439109559,
0.02950381679389313,0.001032258064516129,0.125,0.2978723404255319,0.21875,0.0234375,0.2759375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.060973887590828564,0.01381517129288671
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0078125,0.359375,0.0888888888888889,,0.01124235807860262,0.04619739646185842,
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0703125,0.359375,0.0888888888888889,,0.009610262008733625,0.05410557937710222,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0390625,0.359375,0.0888888888888889,,0.01124235807860262,0.043751765219400725,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.1328125,0.359375,0.0888888888888889,,0.01124235807860262,0.05353429018923152,
0.027977099236641222,0.000967741935483871,0.25,0.23404255319148937,0.21875,0.0234375,0.359375,0.14814814814814814,,0.01310807860262009,0.055248157752843606,0.1746450973918785
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0703125,0.359375,0.0888888888888889,,0.009610262008733625,0.04413690399774052,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0703125,0.359375,0.0888888888888889,,0.01124235807860262,0.04701260687601099,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0390625,0.359375,0.0888888888888889,,0.01124235807860262,0.043751765219400725,
0.016908396946564885,0.0009999999999999998,0.0,,0.15625,0.0390625,,0.0888888888888889,,0.01124235807860262,0.046537602382725245,
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0859375,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.060184353095231985,0.01381517129288671
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0390625,0.359375,0.0888888888888889,,0.01124235807860262,0.04701260687601099,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0703125,0.359375,0.0888888888888889,,0.01124235807860262,0.04701260687601099,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.0703125,0.359375,0.0888888888888889,,0.01124235807860262,0.0415500552032249,
0.016908396946564885,0.0009999999999999998,0.0,,0.15625,0.0390625,,0.0888888888888889,,0.01124235807860262,0.03530438801448122,
0.027977099236641222,0.000967741935483871,0.25,0.23404255319148937,0.21875,0.0859375,0.359375,0.14814814814814814,,0.01310807860262009,0.06537088864354122,0.1746450973918785
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.1328125,0.359375,0.0888888888888889,,0.01124235807860262,0.057610342259994354,
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0859375,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.05479882917811385,0.01381517129288671
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0078125,0.359375,0.14814814814814814,,0.034101528384279475,0.06332965311834031,0.1746450973918785
0.027977099236641222,0.000967741935483871,0.25,0.23404255319148937,0.21875,0.1484375,0.359375,0.14814814814814814,,0.01310807860262009,0.06616042313913781,0.1746450973918785
0.02950381679389313,0.001032258064516129,0.125,,0.21875,0.0234375,0.2759375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.05599917837060621,0.01381517129288671
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0078125,0.359375,0.0888888888888889,,0.009610262008733625,0.04365548052481578,
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0234375,0.359375,0.0888888888888889,,0.009610262008733625,0.04076052070762832,
,0.001032258064516129,0.125,0.2978723404255319,0.21875,0.0234375,0.2759375,0.14814814814814814,,0.009650655021834062,0.05533160448815056,0.1746450973918785
,0.001032258064516129,0.125,0.2978723404255319,0.21875,0.0390625,0.359375,,,0.034101528384279475,0.06418337741032686,
0.027977099236641222,0.001032258064516129,0.125,,0.21875,0.0390625,0.359375,0.14814814814814814,0.041666666666666664,0.034101528384279475,0.05095386037435489,0.01381517129288671
0.024160305343511455,0.0009032258064516129,0.125,0.3404255319148936,0.09375,0.0390625,0.359375,0.0888888888888889,,0.009610262008733625,0.04928492566821578,
0.024160305343511455,0.0009999999999999998,0.0,0.425531914893617,0.15625,0.1328125,0.359375,0.0888888888888889,,0.01124235807860262,0.060871183916604614,
