Bellek Boyutu(GB),İşlemci Üreticisi,Ekran Kartı Modeli,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ekran Kartı Skoru,Cluster Label,Cosine Similar,1.NearestNeighbor,2.NearestNeighbor
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-gtx1650-o4gd6-p-4gb128bit-gddr6-pci-express-3-0-ekran-karti-fiyatlari,1283072230",Asus DUAL-GTX1650-O4GD6-P 4GB128Bit GDDR6 PCi-Express 3.0 Ekran Kartı,4631.49,4888.0,7.838,0,336,442,216
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-gt1030-2g-brk-2gb-64bit-gddr5-dphdmi-16x-ekran-karti-fiyatlari,1125992763",Asus GT1030-2G-BRK 2GB 64Bit GDDR5 DP/HDMI 16X Ekran Kartı,1962.58,2309.0,2.507,0,66,153,331
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-arktek-rx550-amd-gddr5-128-bit-tek-fan-4-gb-ekran-karti-fiyatlari,1007387082",Arktek RX550 Amd GDDR5 128 Bit Tek Fan 4 GB Ekran Kartı,2390.0,3174.0,2.701,0,123,512,449
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-palit-ne6165001bg1-1175a-gtx1650-4gb-128bit-gddr6-hdmi-pci-express-x16-ekran-karti-fiyatlari,996607296",Palit NE6165001BG1-1175A GTX1650 4gb 128BIT Gddr6 (Hdmı) Pcı-Express X16 Ekran Kartı,4249.99,4420.0,7.838,0,424,437,371
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-nvidia-geforce-rtx-3060-eagle-oc-gv-n3060eagle-oc-12gd-12-gb-gddr6-192-bit-ekran-karti-fiyatlari,750266837",Gigabyte NVIDIA GeForce RTX 3060 Eagle OC GV-N3060EAGLE OC-12GD 12 GB GDDR6 192 Bit Ekran Kartı,9552.54,9799.0,17.156,2,29,14,73
4.0,NVIDIA,GeForce GTX 750 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af750ti-4096d5h1-geforce-gtx750ti-4-gb-ddr5-128-bit-ekran-karti-fiyatlari,1635331886",Afox AF750TI-4096D5H1 Geforce GTX750TI 4 GB Ddr5 128 Bit Ekran Kartı,2399.0,3125.0,3.9,0,184,273,161
1.0,NVIDIA,GeForce GTX 480,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-nvidia-geforce-gt240-1-gb-ddr3-128-bit-hdmi-dvi-pcie-16x-v2-0-af240-1024d3l2-ekran-karti-fiyatlari,1346860775",Afox Nvidia Geforce GT240 1 GB DDR3 128 Bit HDMI DVI Pcıe 16X V2.0 AF240-1024D3L2 Ekran Kartı,804.69,881.0,4.083,0,214,248,258
2.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-radeon-rx550-ph-550-2g-2-gb-gddr5-64-bit-ekran-karti-fiyatlari,1479113972",Asus Phoenix Radeon RX550 PH-550-2G 2 GB GDDR5 64 Bit Ekran Kartı,1899.99,2242.0,2.701,0,492,524,168
8.0,NVIDIA,GeForce RTX 3070 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-vga-geforce-rtx-3070-ti-ventus-3x-8g-rtx3070ti-8gb-gddr6-256b-dx12-pcie-4-0-x16-3xdp-1xhdmi-ekran-karti-fiyatlari,1039620797",MSI VGA GEFORCE RTX 3070 TI VENTUS 3X 8G RTX3070TI 8GB GDDR6 256B DX12 PCIE 4.0 X16 (3XDP 1XHDMI) Ekran Kartı,18759.0,19162.0,23.741,2,49,420,32
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af730-4096d3l5-v2-gt730-4-gb-ddr3-128-bit-hdmi-dvi-pcie-16x-v2-0-ekran-karti-fiyatlari,711721751",Afox AF730-4096D3L5-V2 GT730 4 GB Ddr3 128 Bit HDMI Dvı Pcie 16x V2.0 Ekran Kartı,1592.83,1910.0,9.641,0,325,486,199
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af730-2048d3l6-geforce-gt730-2-gb-ddr3-128-bit-ekran-karti-fiyatlari,1109776193",Afox AF730-2048D3L6 Geforce GT730 2 GB DDR3 128 Bit Ekran Kartı,1161.78,1383.0,9.641,0,184,181,106
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-ph-gtx1650-o4gd6-4gb-gddr6-12gbps-128-bit-dvi-hdmi-dp-ekran-karti-fiyatlari,646733967",Asus PH-GTX1650-O4GD6 4Gb Gddr6 12Gbps 128-Bit Dvi-Hdmi-Dp Ekran Kartı,4599.0,4899.0,7.838,0,311,442,205
4.0,AMD,Radeon RX 6400,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-ph-rx6400-4g-phoenix-rx6400-4-gb-gddr6-64-bit-ekran-karti-fiyatlari,1612716723",Asus PH-RX6400-4G Phoenix RX6400 4 GB GDDR6 64 Bit Ekran Kartı,3399.0,4270.0,7.307,0,256,525,263
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-arktek-akn730d3s2gl1-cyclops-gt730-2-gb-gddr3-128-bit-1xhdmi1xdvi-1xanalog-ekran-karti-fiyatlari,1078633429",Arktek AKN730D3S2GL1 Cyclops Gt730 2 GB GDDR3 128 Bit 1xHDMI1xDVI 1xAnalog Ekran Kartı,1206.4,1504.0,9.641,0,196,483,228
,,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-arez-phoenix-radeon-rx-550-2gb-gddr5-128-bit-arez-ph-rx550-2g-ekran-karti-fiyatlari,411406107",Asus Arez Phoenix Radeon RX 550 2GB GDDR5 128 Bit AREZ-PH-RX550-2G Ekran Kartı,2453.0,2624.0,2.701,0,212,364,306
8.0,AMD,Radeon RX 580,"https://www.cimri.com/ekran-kartlari/en-ucuz-axle-rx580-8gd5p6dip3-ekran-karti-fiyatlari,1289716703",Axle RX580-8GD5P6DIP3 Ekran Kartı,3637.5,3744.0,8.928,0,458,65,450
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-quadro-rx550-4gd5-4gb-amd-rx550-4gd5-gddr5-ekran-karti-fiyatlari,1012804202",Quadro RX550-4GD5 4GB AMD RX550-4GD5 GDDR5 Ekran Kartı,2645.38,2709.0,2.701,0,236,219,364
16.0,NVIDIA,Quadro RTX 4000,"https://www.cimri.com/ekran-kartlari/en-ucuz-hp-nvidia-quadro-a4000-20x24aa-16gb-gddr6-256-bit-ekran-karti-fiyatlari,954583204",HP Nvıdıa Quadro A4000 20X24AA 16GB GDDR6 256 Bit Ekran Kartı,23173.2,25991.0,15.471,2,270,419,48
4.0,NVIDIA,GeForce GTX 750,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af750-4096d5l4-v2-geforce-gtx-750-4-gb-gddr5-128-bit-ekran-karti-fiyatlari,1109760462",Afox AF750-4096D5L4-V2 Geforce Gtx 750 4 GB GDDR5 128 Bit Ekran Kartı,2249.0,2399.0,3.35,0,278,307,308
12.0,NVIDIA,GeForce RTX 2060 12GB,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-nvidia-geforce-rtx-2060-windforce-oc-gv-n2060wf2oc-12gd-12gb-192-bit-gddr6-ekran-karti-fiyatlari,1298926154",Gigabyte Nvidia GeForce RTX 2060 Windforce OC GV-N2060WF2OC-12GD 12GB 192 Bit GDDR6 Ekran Kartı,8210.62,8990.0,15.829,2,110,431,110
10.0,NVIDIA,GeForce RTX 3080,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-rtx-3080-gaming-oc-gv-n3080gaming-oc-10gd-10gb-gddr6x-320-bit-ekran-karti-fiyatlari,672318344",Gigabyte RTX 3080 GAMING OC GV-N3080GAMING OC-10GD 10GB GDDR6X 320 Bit Ekran Kartı,19899.0,24013.0,25.389,2,537,103,48
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-radeon-rx-550-afrx550-4096d5h5-v2-4-gb-ddr5-128-bit-ekran-karti-fiyatlari,970227018",Afox Radeon RX 550 AFRX550-4096D5H5-V2 4 GB DDR5 128 Bit Ekran Kartı,2290.0,2549.0,2.701,0,364,306,364
8.0,NVIDIA,RTX A6000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-geforce-rtx-3070-8gb-xlr8-gaming-revel-epic-x-rgb-vcg30708tfxppb-8gb-gddr6-256bit-dx12-gaming-ekran-karti-fiyatlari,690988665",Pny GeForce RTX 3070 8GB XLR8 Gaming REVEL EPIC-X RGB VCG30708TFXPPB 8GB GDDR6 256Bit DX12 Gaming Ekran Kartı,16999.0,19180.0,22.129,2,402,112,484
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-quadro-nvidia-gt-730-2gb-128bit-ddr3-gt730-2gd3l-ekran-karti-fiyatlari,371672286",Quadro Nvidia GT 730 2GB 128Bit DDR3 GT730-2GD3L Ekran Kartı,1181.9,1544.0,9.641,0,432,218,483
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rx6700xt-o12g-ddr6-2622mhz-1xhdmi-3xd-ekran-kart-fiyatlari,1438412118",Asus Dual RX6700XT-O12G DDR6 2622MHZ 1XHDMI 3XD Ekran Kart,10939.99,11754.0,19.6,2,26,21,496
8.0,AMD,Radeon RX 6600,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-rx6600-armor-8gb-gddr6-128-bit-ekran-karti-fiyatlari,1125993287",MSI RX6600 Armor 8GB GDDR6 128 Bit Ekran Kartı,5989.0,6698.0,14.941,0,294,129,456
12.0,NVIDIA,GeForce RTX 3080 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3080-ti-suprim-x-12gb-gddr6x-320bit-ekran-karti-fiyatlari,854798683",MSI GeForce RTX 3080 Ti SUPRIM X 12GB GDDR6X 320bit Ekran Kartı,37477.57,37996.0,27.402,1,360,24,288
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-4gb-128bit-gddr5-rx550-4g-ekran-karti-fiyatlari,47632010",Asus 4GB 128Bit GDDR5 RX550-4G Ekran Kartı,2450.5,2846.0,2.701,0,13,291,221
12.0,NVIDIA,GeForce RTX 3080 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-gaming-trinity-rtx-3080ti-oc-zt-a30810j-10p-12gb-384bit-gddr6x-pci-express-4-0-ekran-karti-fiyatlari,888094211",Zotac Gamıng Trinity RTX 3080Ti OC ZT-A30810J-10P 12GB 384Bit GDDR6X PCI-Express 4.0 Ekran Kartı,40005.0,44010.0,27.402,1,33,4,183
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx3060ti-vision-oc-8-gb-ekran-karti-fiyatlari,889247808",Gigabyte GeForce RTX3060Ti Vision OC 8 GB Ekran Kartı,14553.05,14928.0,20.544,2,261,55,39
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-guildwreck-gt740-nvidia-gddr5-128-bit-tek-fan-4-gb-ekran-karti-fiyatlari,866315297",Turbox Guildwreck GT740 Nvidia GDDR5 128 Bit Tek Fan 4 GB Ekran Kartı,1679.0,1765.0,9.641,0,181,311,204
4.0,AMD,RTX A5500,"https://www.cimri.com/ekran-kartlari/en-ucuz-biostar-amd-radeon-rx550-4gb-gddr5-128bit-ekran-karti-fiyatlari,710227630",Biostar AMD Radeon RX550 4GB GDDR5 128BİT Ekran Kartı,2450.0,3045.0,19.463,0,448,191,515
4.0,AMD,Radeon R9 370,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-arf9370-4096d5h4-ekran-karti-fiyatlari,1313649538",Afox ARF9370-4096D5H4 Ekran Kartı,3575.6,4390.0,4.722,0,364,274,257
16.0,NVIDIA,Quadro RTX 4000,"https://www.cimri.com/ekran-kartlari/en-ucuz-lenovo-4x61e26089-nvidia-rtxa4000-16gb-256-bit-ws-4xdp-grafik-karti-fiyatlari,1024553328",Lenovo 4x61E26089 Nvidia RTXA4000 16GB 256 Bit WS 4xDP Grafik Kartı,33085.0,36131.0,15.471,2,270,194,50
4.0,NVIDIA,GeForce GTX 480,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af420-4096d3l2-geforce-gt420-4-gb-ddr3-128-bit-ekran-karti-fiyatlari,1326646739",Afox AF420-4096D3L2 Geforce GT420 4 GB Ddr3 128 Bit Ekran Kartı,1506.55,1663.0,4.083,0,184,142,477
4.0,NVIDIA,,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-gtx1050ti-a4g-cerberus-4gb-ddr5-128bit-vga-ekran-karti-fiyatlari,69621642",Asus GTX1050TI-A4G Cerberus 4Gb DDR5 128Bit VGA Ekran Kartı,4431.19,4840.0,,0,92,107,352
8.0,NVIDIA,Quadro RTX 4000,"https://www.cimri.com/ekran-kartlari/en-ucuz-nvidia-vcqrtx4000-sb-quadro-rtx-4000-8gb-ekran-karti-fiyatlari,1153971774",Nvidia VCQRTX4000-SB Quadro RTX 4000 8GB Ekran Kartı,23499.0,23509.0,15.471,2,149,380,528
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-geforce-rtx3060-ph-rtx3060-12g-v2-192-bit-gddr6-12-gb-ekran-karti-fiyatlari,872021896",Asus Phoenix Geforce Rtx3060 Ph-rtx3060-12g-v2 192 Bit Gddr6 12 Gb Ekran Kartı,9099.0,10377.0,17.156,2,266,277,9
1.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt-710-1gb-64bit-ddr3-1gd3h-lp-ekran-karti-fiyatlari,40707340",MSI Nvidia GeForce GT 710 1GB 64Bit DDR3 1GD3H-LP Ekran Kartı,1350.5,1350.0,9.641,0,106,322,193
8.0,AMD,Radeon Pro W5700,"https://www.cimri.com/ekran-kartlari/en-ucuz-hp-340k5aa-radeon-pro-w6600-8-gb-gddr-6-128-gb-ekran-karti-fiyatlari,1435938190",HP 340K5AA Radeon Pro W6600 8 GB Gddr 6 128 GB Ekran Kartı,19016.45,20618.0,15.601,2,289,146,431
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-geforce-gtx-1660s-oc-6gb-192bit-gddr6-ph-gtx1660s-o6g-ekran-karti-fiyatlari,403192818",Asus Phoenix GeForce GTX 1660S OC 6GB 192Bit GDDR6 PH-GTX1660S-O6G Ekran Kartı,6144.0,6811.0,12.79,0,163,56,339
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-gtx-1650-phoenix-o4gd6-4-gb-gddr6-128-bit-ekran-karti-fiyatlari,1157569513",Asus GeForce GTX 1650 Phoenix O4GD6 4 GB GDDR6 128 Bit Ekran Kartı,4370.79,4658.0,7.838,0,19,158,462
2.0,AMD,RTX A5500,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-radeon-rx550-2g-evo-ph-rx550-2g-evo-2gb-128bit-gddr5-pci-e-3-0-ekran-karti-fiyatlari,603601906",Asus Phoenix Radeon RX550 2G EVO PH-RX550-2G-EVO 2GB 128Bit GDDR5 PCI-E 3.0 Ekran Kartı,2061.37,3023.0,19.463,0,69,175,275
2.0,AMD,Radeon HD 6950,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af6450-2048d3l9-v2-hd-6450-2-gb-ddr3-64-bit-ekran-karti-fiyatlari,1562292247",Afox AF6450-2048D3L9-V2 HD 6450 2 GB Ddr3 64 Bit Ekran Kartı,832.42,888.0,2.639,0,258,258,211
6.0,NVIDIA,GeForce GTX 1660,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-gtx1660-gaming-x-6gb-gddr5-192bit-ekran-karti-fiyatlari,188087119",MSI GTX1660 Gaming X 6GB GDDR5 192Bit Ekran Kartı,8015.71,9588.0,11.753,0,452,440,126
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-radeon-rx-6500-xt-oc-4gb-gddr6-64-bit-dx12-gaming-ekran-karti-fiyatlari,1479150601",Asus Dual Radeon RX 6500 XT OC 4GB GDDR6 64 Bit DX12 Gaming Ekran Kartı,4312.23,4559.0,9.419,0,107,341,368
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-palit-nvidia-geforce-rtx3060-ne63060019k9-190ad-dual-lhr-12gb-dx12-pci-e-4-0-192bit-gddr6-ekran-karti-fiyatlari,892564490",Palit Nvidia GeForce RTX3060 NE63060019K9-190AD DUAL LHR 12GB DX12 PCI-e 4.0 192Bit GDDR6 Ekran Kartı,8729.03,8976.0,17.156,2,277,87,62
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gtx-1050-ti-lp-4-gb-gddr5-128-bit-ekran-karti-fiyatlari,1029984650",MSI NVIDIA GeForce GTX 1050 Ti LP 4 GB GDDR5 128 Bit Ekran Kartı,4315.53,5132.0,6.296,0,494,441,90
4.0,AMD,Radeon RX 6400,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-gv-r64eagle-4gd-radeon-rx-6400-4-gb-64-bit-gddr6-pci-e-4-0-ekran-karti-fiyatlari,1838349919",Gigabyte GV-R64EAGLE-4GD RADEON RX 6400 4 GB 64 Bit GDDR6 PCI-E 4.0 Ekran Kartı,3499.0,3617.0,7.307,0,445,400,338
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3050-ventus-2x-8-gb-gddr6-128-bit-nvidia-ekran-karti-fiyatlari,1356041576",MSI GeForce RTX 3050 VENTUS 2X  8 GB GDDR6 128 Bit Nvidia Ekran Kartı,7650.0,7992.0,12.709,0,362,182,25
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-inno3d-n16502-04d6x-1177va25-nvidia-geforce-gtx-1650-4-gb-gddr6-ekran-karti-fiyatlari,627743628",Inno3D N16502-04D6X-1177VA25 Nvidia GeForce GTX 1650 4 GB GDDR6 Ekran Kartı,4700.0,5662.0,7.838,0,471,132,455
4.0,AMD,Radeon RX 6400,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-radeon-dual-rx6400-4g-gddr6-64-bit-2039-mhz-ekran-karti-fiyatlari,1576891442",Asus Radeon Dual RX6400-4G GDDR6 64 Bit 2039 MHz Ekran Kartı,4184.48,4523.0,7.307,0,217,302,525
2.0,AMD,Radeon R9 390,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-afr5230-2048d3l4-r5-230-2-gb-ddr3-64-bit-hdmi-dvi-pcie-16x-v2-0-ekran-karti-fiyatlari,1038134145",Afox AFR5230-2048D3L4 R5 230 2 GB Ddr3 64 Bit HDMI Dvı Pcıe 16x V2.0 Ekran Kartı,1045.05,1135.0,9.073,0,325,280,480
2.0,AMD,Radeon HD 6950,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-hd-6450-af6450-2048d3l4-2-gb-ddr3-64-bit-ekran-karti-fiyatlari,1391018413",Afox HD 6450 AF6450-2048D3L4 2 GB DDR3 64 Bit Ekran Kartı,849.63,886.0,2.639,0,248,248,211
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-gt-730-2-gb-gd3-n730k-2gd3lp-64bit-ekran-karti-fiyatlari,1691749114",MSI Geforce Gt 730 2 gb Gd3 N730k-2gd3/lp 64bit Ekran Kartı,1599.0,1963.0,9.641,0,106,83,282
24.0,NVIDIA,GeForce RTX 3090,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3090-gaming-x-trio-24gb-1400mhz-oc-gddr6x-dx12-pci-express-4-0-ekran-karti-fiyatlari,683734562",MSI GeForce RTX 3090 Gaming X Trio 24GB 1400MHz OC GDDR6X DX12 PCI-Express 4.0 Ekran Kartı,31499.0,51860.0,26.859,1,72,546,72
24.0,NVIDIA,RTX A6000,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-nvidia-geforce-rtx-3090-vision-oc-gv-n3090vision-oc-24gd-24-gb-gddr6x-384-bit-ekran-karti-fiyatlari,719549207",Gigabyte NVIDIA GeForce RTX 3090 Vision OC GV-N3090VISION OC-24GD 24 GB GDDR6X 384 Bit Ekran Kartı,31820.42,34026.0,22.129,1,74,359,81
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-radeon-rx-6700-xt-oc-12-gb-gddr6-192-bit-dx12-gaming-ekran-karti-fiyatlari,1479150608",Asus Dual Radeon RX 6700 XT OC 12 GB GDDR6 192 Bit DX12 Gaming Ekran Kartı,10490.0,11157.0,19.6,2,32,86,67
4.0,AMD,Radeon RX 6400,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-radeon-rx-6400-phoenix-4-g-4-gb-gddr6-64-bit-ekran-karti-fiyatlari,1573497270",Asus Radeon RX 6400 Phoenix 4 G 4 GB GDDR6 64 Bit Ekran Kartı,3943.44,4155.0,7.307,0,525,217,454
4.0,AMD,Radeon RX 560,"https://www.cimri.com/ekran-kartlari/en-ucuz-biostar-rx560-4gb-gddr5-va5615rf41-ekran-karti-fiyatlari,628325962",Biostar RX560 4GB GDDR5 VA5615RF41 Ekran Kartı,2990.0,2990.0,3.629,0,236,164,477
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-gtx-1660-super-rog-strix-gtx1660s-a6g-gaming-6gb-gddr6-192bit-dx12-gaming-ekran-karti-fiyatlari,508337871",Asus GeForce GTX 1660 Super ROG-STRIX-GTX1660S-A6G-GAMING 6GB GDDR6 192Bit DX12 Gaming Ekran Kartı,8549.0,8792.0,12.79,0,8,415,163
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-tuf-rtx3060-o12g-gaming-12-gb-gddr6-192-bit-ekran-karti-fiyatlari,752365663",Asus GeForce TUF-RTX3060-O12G-GAMING 12 GB GDDR6 192 Bit Ekran Kartı,10911.89,11570.0,17.156,2,59,108,26
1.0,NVIDIA,GeForce GTX 980,"https://www.cimri.com/ekran-kartlari/en-ucuz-powergate-pg-gt220-1g-ar-1gb-gddr3-128-bit-hdmi-dvi-analog-ekran-karti-fiyatlari,815634694","Powergate PG-GT220-1G-AR 1Gb GDDR3 128 Bit, HDMI DVI, Analog Ekran Kartı",769.2,835.0,11.172,0,534,114,534
1.0,,,"https://www.cimri.com/ekran-kartlari/en-ucuz-biostar-gt210-1gb-ddr3-64bit-ekran-karti-fiyatlari,719717066",Bıostar GT210 1GB DDR3 64BİT Ekran Kartı,709.06,724.0,,0,118,393,283
24.0,NVIDIA,Quadro RTX 5000,"https://www.cimri.com/ekran-kartlari/en-ucuz-hp-nvidia-quadro-rtx-a5000-20x23aa-24-gb-gddr6-ekran-karti-fiyatlari,965510039",HP NVIDIA Quadro RTX A5000 20X23AA 24 GB GDDR6 Ekran Kartı,49999.0,55399.0,16.255,1,145,33,543
16.0,NVIDIA,Quadro RTX 4000,"https://www.cimri.com/ekran-kartlari/en-ucuz-nvidia-900-5g190-2200-000-rtx-a4000-16gb-gddr6-256-bit-ekran-karti-fiyatlari,1281632532",Nvidia 900-5G190-2200-000 RTX A4000 16GB GDDR6 256 Bit Ekran Kartı,19099.0,19514.0,15.471,2,222,461,188
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asrock-amd-rx6700-xt-challenger-d-12gb-gddr6-192-bit-ekran-karti-fiyatlari,1030088117",Asrock Amd RX6700 Xt Challenger D 12GB GDDR6 192 Bit Ekran Kartı,8599.0,9701.0,19.6,2,188,508,466
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx-3060-eagle-12gb-v2-lhr-ekran-karti-fiyatlari,959908727",Gigabyte GeForce RTX 3060 Eagle 12GB V2 LHR ekran kartı,7699.0,7699.0,17.156,2,495,526,197
4.0,NVIDIA,GeForce GTX 750 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-geforce-gtx750ti-af750ti-4096d5h4-4gb-128bit-ddr5-hdmi-dvi-vga-ekran-karti-fiyatlari,1406327859",Afox Geforce GTX750TI AF750TI-4096D5H4 4GB 128Bit DDR5 HDMI DVI VGA Ekran Kartı,2750.0,3199.0,3.9,0,141,210,161
2.0,AMD,Radeon R9 390,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-r5230-radeon-2gb-ddr3-64b-1xvga-1xhdmi-1xdvi-ekran-karti-fiyatlari,931152193",Afox R5230 Radeon 2GB DDR3 64B 1XVGA 1XHDMI 1XDVI Ekran Kartı,1166.34,1194.0,9.073,0,193,257,280
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-gtx-1660-super-ghost-ne6166s018j9-1160x-1-6gb-192-bit-gddr6-ekran-karti-fiyatlari,934500924",Gainward GTX 1660 SUPER Ghost NE6166S018J9-1160X-1 6GB 192 Bit GDDR6 Ekran Kartı,4999.0,5249.0,12.79,0,56,345,195
16.0,NVIDIA,Quadro RTX 4000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-vcnrtxa4000-sb-quadro-16-gb-gddr6-rtx-a4000-smallbox-ekran-karti-fiyatlari,1320293895",Pny VCNRTXA4000-SB Quadro 16 GB GDDR6 RTX A4000 Smallbox Ekran Kartı,17500.0,24000.0,15.471,2,359,469,429
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-rtx3060-phoenix-12gb-gddr6-192bit-dx12-nvidia-ekran-karti-fiyatlari,817144530",ASUS GeForce RTX3060 Phoenix 12GB GDDR6 192Bit DX12 Nvidia Ekran Kartı,9899.8,10386.0,17.156,2,328,242,503
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-geforce-gtx-1650-amp-4-gb-gddr5-128-bit-dx12-ekran-karti-fiyatlari,531102830",Zotac Geforce GTX 1650 AMP 4 GB GDDR5 128 Bit DX12 Ekran Kartı,4545.6,4772.0,7.838,0,313,417,327
,,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-gtx-1650-oc-gtx1650-o4g-lp-brk-4gb-gddr5-128bit-ekran-karti-fiyatlari,411168592",Asus GeForce GTX 1650 OC GTX1650-O4G-LP-BRK 4GB GDDR5 128Bit Ekran Kartı,5049.99,5099.0,7.838,0,442,279,11
2.0,AMD,Radeon R9 390,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-amd-radeon-r5-230-knight-zen-s-2gb-ddr3-64-bit-ekran-karti-fiyatlari,897793126",Turbox AMD Radeon R5 230 Knight Zen S 2GB DDR3 64 Bit Ekran Kartı,839.86,1100.0,9.073,0,137,480,257
