Bellek Boyutu(GB),İşlemci Üreticisi,Ekran Kartı Modeli,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ekran Kartı Skoru,Cluster Label,Cosine Similar,1.NearestNeighbor,2.NearestNeighbor
8.0,NVIDIA,GeForce RTX 3070 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-nvidia-geforce-rtx-3070-ti-tuf-gaming-oc-tuf-rtx3070ti-o8g-gaming-8-gb-gddr6x-256-bit-ekran-karti-fiyatlari,869731531",Asus NVIDIA GeForce RTX 3070 Ti TUF Gaming OC TUF-RTX3070TI-O8G-GAMING 8 GB GDDR6X 256 Bit Ekran Kartı,18749.0,27817.0,23.741,2,39,469,333
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-nvidia-geforce-rtx-3060-ghost-ne63060019k9-190au-12-gb-gddr6-192-bit-ekran-karti-fiyatlari,971628773",Gainward NVIDIA GeForce RTX 3060 Ghost NE63060019K9-190AU 12 GB GDDR6 192 Bit Ekran Kartı,7174.4,8855.0,17.156,2,295,87,0
8.0,AMD,Radeon RX 6600,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rx6600-8g-8gb-128bit-gddr6-dp-hdmi-pci-4-0-ekran-karti-fiyatlari,1125993217",Asus DUAL-RX6600-8G 8GB 128Bit GDDR6 DP HDMI PCI 4.0 Ekran Kartı,6679.0,7880.0,14.941,2,43,414,138
12.0,NVIDIA,GeForce RTX 3080 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3080-ti-gaming-x-trio-12g-12gb-gddr6x-384-bit-ekran-karti-fiyatlari,831214326",MSI GeForce RTX 3080 Ti Gaming X Trio 12G 12GB GDDR6X 384 Bit Ekran Kartı,31658.0,31666.0,27.402,2,360,150,127
6.0,NVIDIA,,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-rtx-2060-oc-6g-gv-n2060oc-6gd-192-bit-6-gb-ekran-karti-fiyatlari,393326636",Gigabyte RTX 2060 OC 6G GV-N2060OC-6GD 192 Bit 6 GB Ekran Kartı,8514.07,8713.0,,0,415,450,397
2.0,NVIDIA,,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-nvidia-geforce-gt-1030-2gb-64bit-gddr5-gt1030-sl-2g-brk-ekran-karti-fiyatlari,45121880",Asus Nvidia Geforce GT 1030 2GB 64Bit GDDR5 GT1030-SL-2G-BRK Ekran Kartı,1890.0,2298.0,,0,83,13,152
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3070-ventus-2x-oc-8gb-gddr6-256bit-ekran-karti-fiyatlari,673617118",Msı Geforce RTX 3070 Ventus 2x OC 8GB GDDR6 256bit Ekran Kartı,14999.0,16155.0,22.449,2,86,86,45
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-sapphire-pulse-amd-radeon-rx-6700-xt-11306-02-20g-12gb-gddr6-192bit-dx12-gaming-ekran-karti-fiyatlari,781015929",Sapphire Pulse AMD Radeon RX 6700 XT 11306-02-20G 12GB GDDR6 192Bit DX12 Gaming Ekran Kartı,9894.0,12324.0,19.6,2,394,319,16
4.0,AMD,RTX A5500,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-amd-radeon-rx550-ph-rx550-4g-evo-4gb-128bit-gddr5-pci-e-3-0-ekran-karti-fiyatlari,600833475",Asus Phoenix AMD Radeon RX550 PH-RX550-4G-EVO 4GB 128Bit GDDR5 PCI-E 3.0 Ekran Kartı,2279.99,2850.0,19.463,0,247,346,515
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-gtx-1660-super-ventus-xs-oc-6gb-gddr6-192bit-dx12-gaming-ekran-karti-fiyatlari,442722756",Msi GeForce GTX 1660 Super Ventus XS OC 6GB GDDR6 192Bit DX12 Gaming Ekran Kartı,5199.9,6697.0,12.79,0,8,422,298
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-3060-ti-ventus-2x-ocv1-lhr-8gb-gddr6-256bit-nvidia-ekran-karti-fiyatlari,919574595",MSI GEFORCE 3060 TI VENTUS 2X OCV1 LHR 8GB GDDR6 256Bit NVIDIA Ekran Kartı,9715.2,12964.0,20.544,2,1,51,0
24.0,NVIDIA,GeForce RTX 3090,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-rtx-3090-rog-strix-rtx-3090-o24g-gaming-oc-24gb-384bit-gddr6x-dx12-pci-express-4-0-ekran-karti-fiyatlari,650315815",Asus GeForce RTX 3090 ROG-STRIX-RTX 3090-O24G-GAMING OC 24GB 384Bit GDDR6X DX12 PCI-Express 4.0 Ekran Kartı,47971.95,51888.0,26.859,1,260,72,260
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-dual-rtx-3060-oc-v2-12gb-gddr6-192bit-nvidia-ekran-karti-fiyatlari,880980161",ASUS GeForce DUAL RTX 3060 OC V2 12GB GDDR6 192Bit NVIDIA Ekran Kartı,8790.2,9793.0,17.156,2,140,14,209
24.0,NVIDIA,GeForce RTX 3090,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx-3090-gaming-oc-24-gb-gv-n3090gaming-oc-24gd-gddr6x-384-bit-ekran-karti-fiyatlari,659911402",Gigabyte Geforce RTX 3090 Gamıng OC 24 GB GV-N3090GAMING OC-24GD GDDR6X 384 Bit Ekran Kartı,31999.0,36688.0,26.859,1,261,543,27
12.0,AMD,Radeon RX 6750 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rx6750xt-o12g-rx6750-xt-12-gb-gddr6-192-bit-ekran-karti-fiyatlari,1688972272",Asus DUAL-RX6750XT-O12G RX6750 XT 12 GB GDDR6 192 Bit Ekran Kartı,12282.82,13542.0,21.532,2,31,35,36
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-gtx-1650-ventus-xs-4g-oc-4gb-128-bit-ekran-karti-fiyatlari,918905074",MSI Geforce Gtx 1650 Ventus Xs 4g Oc 4gb 128 Bit Ekran Kartı,220.0,5130.0,7.838,0,327,184,11
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-sapphire-radeon-rx-6500-xt-pulse-11314-01-20g-4-gb-gddr6-64-bit-ekran-karti-fiyatlari,1372177009",Sapphire Radeon RX 6500 XT Pulse 11314-01-20G 4 GB GDDR6 64 Bit Ekran Kartı,3552.0,3799.0,9.419,0,99,121,98
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-nvidia-geforce-gtx-1050-ti-d5-4g-128bit-gv-n105td5-4gd-ekran-karti-fiyatlari,40557622",Gigabyte Nvidia GeForce GTX 1050 Ti D5 4G 128Bit GV-N105TD5-4GD Ekran Kartı,3599.0,3884.0,6.296,0,37,44,177
16.0,AMD,Radeon RX 6800,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-radeon-rx-6800-gaming-x-trio-16g-16gb-gddr6-256bit-dx12-gaming-ekran-karti-fiyatlari,725672304",MSI Radeon RX 6800 GAMING X TRIO 16G 16GB GDDR6 256Bit DX12 Gaming Ekran Kartı,22499.0,25273.0,21.917,2,463,463,399
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-eagle-geforce-rtx3050-8gb-gddr6-pci-express-4-0-gv-n3050eagle-8gd-gaming-ekran-karti-fiyatlari,1400378007",Gigabyte Eagle Geforce RTX3050 8GB GDDR6 PCI Express 4.0 GV-N3050EAGLE-8GD Gaming Ekran Kartı,6299.01,6910.0,12.709,0,146,139,412
12.0,NVIDIA,GeForce RTX 3080 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx-3080-ti-aorus-master-12gb-gddr6x-384bit-nvidia-ekran-karti-fiyatlari,1039089954",Gigabyte GeForce RTX 3080 Ti AORUS MASTER 12GB GDDR6X 384Bit Nvidia Ekran Kartı,48607.2,51803.0,27.402,1,388,358,395
48.0,NVIDIA,Quadro RTX 6000,"https://www.cimri.com/ekran-kartlari/en-ucuz-hp-nvidia-quadro-rtx-a6000-2s6u3aa-gddr6-48gb-ekran-karti-fiyatlari,1287039089",HP Nvidia Quadro RTX A6000 2S6U3AA GDDR6 48GB Ekran Kartı,128683.49,133264.0,19.177,1,269,447,145
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-nvidia-geforce-gt-730-2gb-64bit-gddr5-dx11-gt730-2gd5-brk-ekran-karti-fiyatlari,13391622",Asus Nvidia GeForce GT 730 2GB 64Bit GDDR5 DX11 GT730-2GD5-BRK Ekran Kartı,1692.43,1965.0,9.641,0,432,259,282
6.0,NVIDIA,GeForce GTX 1660,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-gtx-1660-oc-6g-gv-n1660oc-6gd-6gb-gddr5-192-bit-gaming-ekran-karti-fiyatlari,393037580",Gigabyte GeForce GTX 1660 OC 6G GV-N1660OC-6GD 6GB GDDR5 192 Bit Gaming Ekran Kartı,5611.72,6217.0,11.753,0,56,47,516
2.0,AMD,Radeon R7 260,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-amd-radeon-r7-240-battle-base-n-2-gb-gddr5-128-bit-ekran-karti-fiyatlari,869549531",Turbox AMD Radeon R7 240 Battle Base N 2 GB GDDR5 128 Bit Ekran Kartı,1113.5,1160.0,2.892,0,137,507,178
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3070-ventus-3x-oc-8gb-gddr6-256bit-ekran-karti-fiyatlari,673638092",Msı Geforce RTX 3070 Ventus 3x OC 8GB GDDR6 256bit Ekran Kartı,15121.8,16159.0,22.449,2,67,67,45
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3060-ventus-2x-oc-8gb-gddr6-192-bit-ekran-karti-fiyatlari,978144388",MSI GeForce RTX 3060   Ventus 2X OC 8GB GDDR6 192 Bit Ekran Kartı,9385.0,13112.0,20.544,2,51,62,251
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-tuf-geforce-gtx-1660s-gaming-tuf-gtx1660s-o6g-gaming-6gb-192bit-gddr5-pci-e-3-0-ekran-karti-fiyatlari,508338381",Asus TUF GeForce GTX 1660S Gaming TUF-GTX1660S-O6G-GAMING 6GB 192Bit GDDR5 PCI-E 3.0 Ekran Kartı,5199.0,6399.0,12.79,0,373,489,52
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-galax-36isl6md1vqw-rtx3060-ti-1-click-oc-lhr-8-gb-256-bit-gddr6-rtx-3060ti-ekran-karti-fiyatlari,1271999381",Galax 36ISL6MD1VQW RTX3060 Ti 1-Click OC LHR 8 GB 256 Bit GDDR6 RTX 3060Tİ Ekran Kartı,9299.0,9349.0,20.544,2,171,476,407
4.0,NVIDIA,Quadro P1000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-vcqp1000dviv2-pb-nvidia-quadro-p1000-v2-4-gb-gddr5-ekran-karti-fiyatlari,627743790",Pny VCQP1000DVIV2-PB Nvidia Quadro P1000 V2 4 GB GDDR5 Ekran Kartı,8140.2,8712.0,4.419,0,368,252,100
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-gt-730-n730k-4gd3-oc-4gb-ddr3-64-bit-ekran-karti-fiyatlari,919008058",Msi Geforce Gt 730 N730k-4gd3 Oc 4gb Ddr3 64 Bit Ekran Kartı,2364.01,2642.0,9.641,0,166,166,296
4.0,NVIDIA,,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-cerberus-geforce-gtx1050ti-4gb-128bit-ddr5-advanced-edition-ekran-karti-fiyatlari,122864187",Asus Cerberus GeForce GTX1050Ti 4GB 128Bit DDR5 Advanced Edition Ekran kartı,4247.49,4541.0,,0,240,60,37
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-speedster-swft-309-core-rx-67xtyjfdv-amd-radeon-rx-6700-xt-12gb-gddr6-192bit-3xdp1xhdmi-ekran-karti-fiyatlari,807074742",XFX Speedster SWFT 309 Core RX-67XTYJFDV AMD Radeon RX 6700 XT 12GB GDDR6 192Bit 3xDP/1xHDMI Ekran Kartı,9601.74,10555.0,19.6,2,113,45,466
16.0,AMD,Radeon RX 6900 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-rx-69xtawbd9-rx-6900xt-zero-x-ekbw-ekran-karti-fiyatlari,947954008",XFX RX-69XTAWBD9 RX 6900XT ZERO X EKBW Ekran Kartı,19102.79,19604.0,26.814,2,345,310,487
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx-3060-eagle-oc-12-gb-v2-lhr-grafik-karti-gv-n3060eagle-oc-12gd-v2-ekran-karti-fiyatlari,1045923359",Gigabyte GeForce RTX 3060 Eagle OC 12 GB V2 LHR Grafik Kartı GV-N3060EAGLE OC-12GD V2 Ekran Kartı,7894.04,8072.0,17.156,2,209,171,350
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-galax-glx-60srl7dsy91s-geforce-gtx1660-super-1-click-oc-6-gb-192-bit-gtx-1660-super-gddr-6-ekran-karti-fiyatlari,519570383",Galax GLX-60SRL7DSY91S Geforce GTX1660 Super 1-Click Oc 6 GB 192 Bit Gtx 1660 Super Gddr 6 Ekran Kartı,4349.0,4799.0,12.79,0,450,297,373
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rtx3060-12g-dual-geforce-rtx-3060-12gb-gddr6-192bit-dx12-gaming-ekran-karti-fiyatlari,793243219",Asus DUAL-RTX3060-12G Dual GeForce RTX 3060 12GB GDDR6 192Bit DX12 Gaming Ekran Kartı,8799.0,10070.0,17.156,2,26,128,1
4.0,AMD,,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rog-strix-rx560-4g-gaming-ekran-karti-fiyatlari,50548379",Asus ROG-Strix-RX560-4G-Gaming Ekran Kartı,3006.64,3451.0,,0,385,77,312
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-biostar-amd-radeon-rx-6500-xt-va65x6ra46-4-gb-gddr6-64-bit-ekran-karti-fiyatlari,1375634531",Biostar AMD Radeon RX 6500 XT VA65X6RA46 4 GB GDDR6 64 Bit Ekran Kartı,3808.8,4244.0,9.419,0,107,409,522
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-gtx-1050-ti-aero-itx-4g-ocv1-4gb-gddr5-128bit-dx12-ekran-karti-fiyatlari,618106055",MSI GeForce GTX 1050 Ti AERO ITX 4G OCV1 4GB GDDR5 128Bit DX12 Ekran Kartı,4733.95,4938.0,6.296,0,352,115,90
4.0,NVIDIA,GeForce GTX 1660,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-geforce-gtx-1650-super-ph-gtx1650s-o4g-4gb-gddr6-128bit-dx12-gaming-ekran-karti-fiyatlari,441053886",Asus Phoenix GeForce GTX 1650 Super PH-GTX1650S-O4G 4GB GDDR6 128Bit DX12 Gaming Ekran Kartı,3949.0,4562.0,11.753,0,54,361,531
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt-730-2gb-128bit-ddr3-dx12-n730-2gd3v2-ekran-karti-fiyatlari,14664180",MSI Nvidia GeForce GT 730 2GB 128bit DDR3 DX12 N730-2GD3V2 Ekran Kartı,1701.02,1932.0,9.641,0,282,505,259
16.0,AMD,Radeon RX 6800,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-rx-68xlalfd9-speedster-qick-319-amd-radeon-rx6800-core-16gb-gddr6-256bit-dx12-gaming-ekran-karti-fiyatlari,1112559036",XFX RX-68XLALFD9 Speedster QICK 319 AMD Radeon RX6800 Core 16GB GDDR6 256Bit DX12 Gaming Ekran Kartı,14459.41,15048.0,21.917,2,180,225,48
24.0,NVIDIA,GeForce RTX 3090,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx3090-eagle-oc-24g-gv-n3090eagle-oc-24gd-24-gb-gddr6x-384-bit-dx12-ekran-karti-fiyatlari,1112559575",Gigabyte Geforce RTX3090 Eagle OC 24G GV-N3090EAGLE OC-24GD 24 gb GDDR6X 384 bit DX12 Ekran Kartı,31053.61,31771.0,26.859,1,74,335,332
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-galax-35nsl8md6yex-rtx3050-ex-rgb-1-click-oc-8-gb-128-bit-gddr6-rtx-3050-ekran-karti-fiyatlari,1291115057",Galax 35NSL8MD6YEX RTX3050 EX RGB 1-Click OC 8 GB 128 Bit GDDR6 RTX 3050 Ekran Kartı,5998.0,6119.0,12.709,0,25,446,355
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt-710-2gb-64bit-gddr3-2gd3h-lp-ekran-karti-fiyatlari,33799380",MSI Nvidia GeForce GT 710 2GB 64Bit GDDR3 2GD3H-LP Ekran Kartı,1111.2,1314.0,9.641,0,317,181,215
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-radeon-rx-6500-xt-gaming-oc-4-g-4-gb-gddr6-64-bit-ekran-karti-fiyatlari,1231750577",Gigabyte Radeon RX 6500 XT Gaming OC 4 G 4 GB GDDR6 64 Bit Ekran Kartı,5145.0,5349.0,9.419,0,416,240,488
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx-3060-ti-gaming-oc-gv-n306tgaming-oc-8gd-8gb-gddr6-256-bit-ekran-karti-fiyatlari,686595810",Gigabyte GeForce RTX 3060 Ti Gaming OC GV-N306TGAMING OC-8GD 8GB GDDR6 256 Bit Ekran Kartı,14927.56,15861.0,20.544,2,146,266,3
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-palit-nvidia-geforce-rtx3050-dual-lhr-ne63050019p1-190ad-8gb-gddr6-128-bit-ekran-karti-fiyatlari,1380050429",Palit NVIDIA GeForce RTX3050 Dual LHR NE63050019P1-190AD 8GB GDDR6 128 Bit Ekran Kartı,7157.63,7318.0,12.709,0,350,362,53
12.0,NVIDIA,GeForce RTX 2060 12GB,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-nvidia-geforce-rtx-2060-d6-12g-gv-n2060d6-12gd-12-gb-gddr6-192-bit-ekran-karti-fiyatlari,1840985427",Gigabyte NVIDIA GeForce RTX 2060 D6 12G GV-N2060D6-12GD 12 GB GDDR6 192 Bit Ekran Kartı,6945.81,8736.0,15.829,2,224,186,224
6.0,NVIDIA,RTX A2000,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rtx-2060-oc-evo-dual-rtx2060-o6g-evo-6gb-192bit-gddr6-dx12-ekran-karti-fiyatlari,621979190",Asus RTX 2060 OC Evo Dual-RTX2060-O6G-EVO 6GB 192Bit GDDR6 DX12 Ekran Kartı,8149.99,8901.0,13.811,0,396,191,236
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-turbo-rtx3070-8g-v2-8-gb-gddr6-1755-mhz-256-bit-ekran-karti-fiyatlari,1750304433",Asus TURBO-RTX3070-8G-V2 8 GB GDDR6 1755 MHz 256 Bit Ekran Kartı,16919.23,18559.0,22.449,2,19,227,484
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-speedster-qick319-rx-67xtypbdp-amd-radeon-rx6700xt-12gb-gddr6-192bit-3xdp1xhdmi-ekran-karti-fiyatlari,806492505",XFX Speedster QICK319 RX-67XTYPBDP AMD Radeon RX6700XT 12GB GDDR6 192Bit 3xDP/1xHDMI Ekran Kartı,11426.6,12849.0,19.6,2,93,433,527
1.0,NVIDIA,GeForce GTX 980,"https://www.cimri.com/ekran-kartlari/en-ucuz-seclife-geforce-gt-220-1gb-ddr3-128-bit-ekran-karti-fiyatlari,351067728",SecLife GeForce GT 220 1GB DDR3 128 Bit Ekran Kartı,736.13,824.0,11.172,0,118,267,534
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-gtx-1050-ti-4gt-lp-pci-4096-mb-ekran-karti-fiyatlari,41817697","MSI GTX 1050 TI 4GT LP PCI 4,096 MB Ekran kartı",4204.2,4831.0,6.296,0,494,100,200
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-gt730-4h-sl-2gd5-2gb-64bit-ddr-5-16x-ekran-kartlari-fiyatlari,953701447",Asus GT730 4H SL 2GD5 2GB 64BİT DDR 5 16x Ekran Kartları,2035.26,2217.0,9.641,0,318,303,439
6.0,NVIDIA,GeForce GTX 1660 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-gtx-1660-ti-6g-gddr6-gv-n166toc-6gd-ekran-karti-fiyatlari,184956927",Gigabyte GTX 1660 Ti 6G GDDR6 GV-N166TOC-6GD Ekran Kartı,7176.0,7514.0,11.913,0,56,506,367
,,Radeon HD 8950,"https://www.cimri.com/ekran-kartlari/en-ucuz-seclife-hd5450-1gb-ddr3-64bit-ekran-karti-fiyatlari,351066461",Seclife HD5450 1GB DDR3 64Bit Ekran Kartı,745.76,843.0,2.315,0,314,366,369
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-tuf-gtx1650-4gd6-gaming-geforce-gtx-1650-4gb-gddr6-128bit-dx12-gaming-ekran-karti-fiyatlari,618392095",Asus TUF-GTX1650-4GD6-GAMING GeForce GTX 1650 4GB GDDR6 128Bit DX12 Gaming Ekran Kartı,4844.43,5158.0,7.838,0,493,203,293
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-tuf-rtx-3060-gaming-12gb-gddr6-192bit-nvidia-ekran-karti-fiyatlari,898791057",ASUS GeForce TUF RTX 3060 GAMING 12GB GDDR6 192Bit NVIDIA Ekran Kartı,11234.6,11279.0,17.156,2,73,295,29
4.0,AMD,,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rog-strix-radeon-rx-560-4gb-gddr5-128-bit-gaming-ekran-karti-fiyatlari,62554635",Asus ROG Strix Radeon RX 560 4GB GDDR5 128 Bit Gaming Ekran Kartı,3260.58,3298.0,,0,476,77,98
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt-1030-2gb-oc-64bit-gddr5-gt1030-aero-itx-ekran-karti-fiyatlari,51399691",MSI Nvidia GeForce GT 1030 2GB OC 64Bit GDDR5 GT1030-AERO-ITX Ekran Kartı,2190.0,2257.0,2.507,0,544,189,331
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-arcade-hero-m-rx550-amd-gddr5-128-bit-tek-fan-4-gb-ekran-karti-fiyatlari,869992028",Turbox Arcade Hero M RX550 AMD GDDR5 128 Bit Tek Fan 4 GB Ekran Kartı,2149.99,2232.0,2.701,0,207,448,287
8.0,AMD,Radeon RX 6600 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-radeon-rx-6600-xt-mech-2x-8g-oc-8gb-gddr6-128bit-dx12-gaming-ekran-karti-fiyatlari,1479150671",MSI Radeon RX 6600 XT MECH 2X 8G OC 8GB GDDR6 128Bit DX12 Gaming Ekran Kartı,6299.0,7249.0,16.313,2,378,383,294
2.0,AMD,Radeon HD 8950,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-amd-radeon-hd-5450-af5450-2048d3l4-2-gb-ddr3-64-bit-ekran-karti-fiyatlari,1346860432",Afox AMD Radeon HD 5450 AF5450-2048D3L4 2 GB DDR3 64 Bit Ekran Kartı,822.99,881.0,2.315,0,258,458,258
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-zt-t16620f-10l-nvidia-geforce-gtx-1660-super-6-gb-gddr6-ekran-karti-fiyatlari,627711840",Zotac ZT-T16620F-10L Nvidia GeForce GTX 1660 Süper 6 GB GDDR6 Ekran Kartı,6499.99,7200.0,12.79,0,321,340,299
16.0,AMD,Radeon RX 6800 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-amd-radeon-rx-6800-xt-gaming-oc-gv-r68xtgaming-oc-16gd-16-gb-gddr6-256-bit-ekran-karti-fiyatlari,726760066",Gigabyte AMD Radeon RX 6800 XT Gaming OC GV-R68XTGAMING OC-16GD 16 GB GDDR6 256 Bit Ekran Kartı,24009.0,25209.0,24.655,2,545,180,64
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-gv-n30tgaming-oc8g-8-gb-rtx3060ti-gaming-gddr6-256-bit-pcie-16x-v4-0-ekran-karti-fiyatlari,1768096584",Gigabyte GV-N30TGAMİNG-OC8G 8 GB RTX3060TI Gaming Gddr6 256 Bit Pcie 16x V4.0 Ekran Kartı,12499.0,14354.0,20.544,2,391,97,1
8.0,AMD,Radeon RX 6600,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-rx-66xl8lfdq-rx-6600-8-gb-gddr6-128-bit-ekran-kartlari-fiyatlari,996376691",XFX RX-66XL8LFDQ RX 6600 8 GB GDDR6 128 Bit Ekran Kartları,6067.24,6544.0,14.941,0,46,230,10
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-gtx1660s-o6g-evo-gtx-1660-super-6-gb-gddr6-192-ekran-karti-fiyatlari,405425067",Asus DUAL-GTX1660S-O6G-EVO GTX 1660 Super 6 GB GDDR6 192 Ekran Kartı,5722.03,8245.0,12.79,0,475,452,8
4.0,NVIDIA,Quadro T1000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-quadro-t1000-4gb-gddr6-mdp-128bit-vcnt1000-pb-fiyatlari,924269170",Pny Quadro T1000 4gb Gddr6 Mdp 128bit Vcnt1000-Pb,9169.8,9558.0,6.571,0,322,312,522
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-gtx1650-o4g-gddr5-128bit-hdmi-dvi-ekran-karti-fiyatlari,333720784",Asus DUAL-GTX1650-O4G GDDR5 128Bit HDMI Dvi Ekran Kartı,5256.5,5533.0,7.838,0,462,214,486
