Temel Frekans(GHz),Çekirdek,Arttırılmış Frekans(GHz),Medyan Fiyat,İşlemci Skoru
0.18,0.2916666666666667,0.6206896551724138,0.06749772520473157,0.08833538461538462
0.18,0.20833333333333334,0.48275862068965525,0.03381862299059751,0.02830153846153846
0.23999999999999994,0.375,0.6206896551724138,0.056111616621170764,0.08833538461538462
0.4,0.2916666666666667,0.48275862068965525,0.034619350925083406,0.029912307692307693
0.36,0.2916666666666667,0.5172413793103448,0.031222323324234153,0.03940769230769231
0.2,0.20833333333333334,0.48275862068965525,0.02024871094934789,0.0379123076923077
0.42000000000000004,0.4583333333333333,0.5517241379310345,0.05468001213224143,0.05867076923076922
0.25999999999999995,0.625,0.396551724137931,0.2971185926599939,0.007798461538461538
0.32,0.625,0.6206896551724138,0.0853927813163482,0.06223538461538461
0.4999999999999999,0.041666666666666664,0.4310344827586206,0.009463148316651501,0.009944615384615383
0.3,0.20833333333333334,0.5,0.021182893539581436,0.048086153846153855
0.18,0.2916666666666667,0.5689655172413793,0.03792538671519563,0.05983384615384615
0.38,0.2916666666666667,0.6379310344827586,0.07258720048528966,0.09069538461538461
0.33999999999999997,0.125,0.46551724137931033,0.018447073096754626,0.020284615384615387
0.32,0.625,0.6206896551724138,0.07662723688201395,0.06197692307692307
0.1,0.4583333333333333,0.5689655172413793,0.0491901728844404,0.046169230769230775
0.1,0.20833333333333334,0.1724137931034483,0.024464664846830454,0.006387692307692308
0.45999999999999996,0.20833333333333334,0.5689655172413793,0.03476493782226266,0.057321538461538465
0.22000000000000003,0.20833333333333334,0.5172413793103448,0.025938732180770398,0.048086153846153855
0.4,0.4583333333333333,0.5862068965517241,0.05653624507127692,0.051726153846153845
0.15999999999999998,0.625,0.603448275862069,0.08397937518956627,0.05211384615384615
0.42000000000000004,0.375,0.5689655172413793,0.043099787685774944,0.04100461538461539
0.42000000000000004,0.375,0.5689655172413793,0.038259023354564756,0.040440000000000004
0.43999999999999995,0.2916666666666667,0.5172413793103448,0.04340309372156506,0.036116923076923074
0.33999999999999997,0.125,0.46551724137931033,0.019084015771913862,0.01949692307692308
0.4,0.2916666666666667,0.5862068965517241,0.057791932059447985,0.0697476923076923
0.15999999999999998,0.625,0.603448275862069,0.07557779799818017,0.05563692307692307
0.38,0.041666666666666664,0.3275862068965517,0.008905065210797695,0.005044615384615384
0.2,0.20833333333333334,0.48275862068965525,0.023579011222323323,0.0385676923076923
0.4,0.20833333333333334,0.4482758620689655,0.015098574461631787,0.02562769230769231
0.4,0.2916666666666667,0.5862068965517241,0.048225659690627844,0.07060615384615385
0.42000000000000004,0.375,0.5689655172413793,0.037785865938732184,0.040440000000000004
0.1,0.4583333333333333,0.5689655172413793,0.04775856839551107,0.046169230769230775
0.18,0.20833333333333334,0.48275862068965525,0.028632089778586594,0.02830153846153846
0.019999999999999973,0.125,0.017241379310344807,0.022341522596299665,0.0024692307692307696
0.4,0.125,0.46551724137931033,0.018629056718228693,0.020155384615384617
0.43999999999999995,0.2916666666666667,0.5344827586206897,0.05082195935699121,0.04146153846153846
0.13999999999999996,0.20833333333333334,0.2068965517241379,0.03375796178343949,0.006696923076923077
0.4999999999999999,0.20833333333333334,0.5517241379310345,0.036311798604792236,0.05742
0.15999999999999998,0.4583333333333333,0.3275862068965517,0.24447679708826206,0.2751753846153846
0.4,0.2916666666666667,0.48275862068965525,0.05153169548074007,0.03315846153846154
0.18,0.20833333333333334,0.48275862068965525,0.02454352441613588,0.028606153846153847
0.33999999999999997,0.125,0.46551724137931033,0.015905368516833485,0.020284615384615387
0.32,0.625,0.6206896551724138,0.07393387928419776,0.06197692307692307
0.15999999999999998,0.375,0.27586206896551724,0.11272672126175311,0.5751753846153845
0.039999999999999994,0.0,0.03448275862068965,0.00278434940855323,0.0016200000000000003
0.43999999999999995,0.125,0.46551724137931033,0.016645435244161358,0.017773846153846154
0.15999999999999998,0.625,0.603448275862069,0.07888383378829239,0.05211384615384615
0.15999999999999998,0.625,0.603448275862069,0.07888383378829239,0.05211384615384615
0.43999999999999995,0.2916666666666667,0.5172413793103448,0.02966939642098878,0.036116923076923074
0.12000000000000002,0.375,0.27586206896551724,0.09333333333333334,0.5751753846153845
0.18,0.2916666666666667,0.5689655172413793,0.05570518653321201,0.05776923076923077
0.4,0.2916666666666667,0.5862068965517241,0.05608128601759175,0.07060615384615385
0.039999999999999994,0.0,0.03448275862068965,0.00278434940855323,0.0016200000000000003
0.4,0.2916666666666667,0.5862068965517241,0.049444949954504096,0.0697476923076923
0.18,0.20833333333333334,0.48275862068965525,0.026909311495298755,0.028606153846153847
0.4,0.2916666666666667,0.5862068965517241,0.049602669093114955,0.0697476923076923
0.4,0.125,0.46551724137931033,0.015092508340915984,0.020155384615384617
0.4,0.2916666666666667,0.5862068965517241,0.03899302396117683,0.0697476923076923
0.4,0.125,0.46551724137931033,0.011944191689414619,0.021910769230769234
0.4,0.125,0.41379310344827586,0.021795571731877465,0.012643076923076924
0.25999999999999995,0.041666666666666664,0.22413793103448273,0.005878070973612375,0.005044615384615384
0.1,0.7916666666666666,0.41379310344827586,0.23151956323930847,0.3982523076923076
0.18,0.2916666666666667,0.6206896551724138,0.060843190779496514,0.08833538461538462
0.48,0.125,0.4482758620689655,0.04773430391264786,0.03515692307692308
0.15999999999999998,0.625,0.603448275862069,0.07862299059751289,0.05211384615384615
0.18,0.2916666666666667,0.5689655172413793,0.037852593266606005,0.05776923076923077
0.4,0.125,0.3448275862068966,0.027103427358204427,0.05983384615384615
0.36,0.2916666666666667,0.5172413793103448,0.030694570821959356,0.03940769230769231
0.43999999999999995,0.20833333333333334,0.48275862068965525,0.020740066727327873,0.026343076923076924
0.6799999999999999,0.2916666666666667,0.5862068965517241,0.08473764027904156,0.09069538461538461
0.3,0.125,0.25862068965517243,0.004531392174704277,0.02830153846153846
0.45999999999999996,0.625,0.46551724137931033,0.16203215043979374,0.06024307692307691
0.42000000000000004,0.2916666666666667,0.5689655172413793,0.04818926296633303,0.07060615384615385
0.36,0.125,0.41379310344827586,0.021680315438277222,0.05983384615384615
0.4,0.125,0.396551724137931,0.011938125568698816,0.016167692307692307
0.15999999999999998,0.125,0.1379310344827586,0.0013588110403397028,0.0010076923076923077
0.2,0.125,0.1724137931034483,0.0019654231119199273,0.0014553846153846153
0.42000000000000004,0.375,0.6379310344827586,0.13074916590840158,0.09069538461538461
0.18,0.041666666666666664,0.15517241379310343,0.0,0.413636923076923
0.23999999999999994,0.20833333333333334,0.41379310344827586,0.020740066727327873,0.0385676923076923
0.32,0.125,0.3448275862068966,0.005028814073400061,0.026035384615384616
0.18,0.20833333333333334,0.48275862068965525,0.028450106157112527,0.02830153846153846
0.32,0.20833333333333334,0.27586206896551724,0.04166818319684562,0.05983384615384615
0.2,0.041666666666666664,0.1724137931034483,0.0,0.28748307692307695
0.42000000000000004,0.20833333333333334,0.3620689655172414,0.04712769184106764,0.07060615384615385
0.1,0.4583333333333333,0.5689655172413793,0.055850773430391264,0.046163076923076925
0.42000000000000004,0.20833333333333334,0.5172413793103448,0.03454049135577798,0.057321538461538465
0.22000000000000003,0.125,0.29310344827586204,0.0237791932059448,0.04776769230769231
0.33999999999999997,0.041666666666666664,0.29310344827586204,0.001516530178950561,0.021087692307692307
0.23999999999999994,0.041666666666666664,0.2068965517241379,0.0011525629360024264,0.009944615384615383
0.32,0.125,0.27586206896551724,0.004367606915377616,0.001449230769230769
0.27999999999999997,0.2916666666666667,0.5344827586206897,0.048340915984228086,0.05776923076923077
0.32,0.2916666666666667,0.4310344827586206,0.021037306642402182,0.02248
0.18,0.125,0.15517241379310343,0.002426448286320898,0.0011123076923076924
0.0,0.041666666666666664,0.0,0.0,0.4474830769230769
0.36,0.625,0.4310344827586206,0.999818016378526,0.2751753846153846
0.13999999999999996,0.625,0.396551724137931,0.244355474673946,0.03267692307692308
0.48,0.125,0.4482758620689655,0.03013648771610555,0.07060615384615385
0.2,0.20833333333333334,0.48275862068965525,0.020806794055201697,0.0385676923076923
0.23999999999999994,0.20833333333333334,0.2068965517241379,0.021043372763117987,0.0385676923076923
0.4,0.4583333333333333,0.5862068965517241,0.052587200485289656,0.051378461538461526
0.4,0.125,0.3448275862068966,0.004440400363967243,0.0032138461538461544
0.4,0.20833333333333334,0.4482758620689655,0.023445556566575675,0.025647692307692305
0.36,0.125,0.3793103448275862,0.011628753412192903,0.048086153846153855
0.36,0.125,0.41379310344827586,0.02180770397330907,0.05983384615384615
0.3,0.125,0.29310344827586204,0.012253563845920534,0.0385676923076923
0.1,0.20833333333333334,0.15517241379310343,0.009887776766757658,0.0002892307692307695
0.27999999999999997,0.20833333333333334,0.48275862068965525,0.027606915377616014,0.07635230769230769
0.4,0.20833333333333334,0.4482758620689655,0.012587200485289657,0.028261538461538463
0.33999999999999997,0.041666666666666664,0.29310344827586204,0.0040582347588717016,0.1259446153846154
0.42000000000000004,0.125,0.48275862068965525,0.018222626630269943,0.020155384615384617
0.15999999999999998,0.625,0.603448275862069,0.0702820746132848,0.05211384615384615
0.18,0.125,0.15517241379310343,0.0012981498331816803,0.07635230769230769
0.27999999999999997,0.041666666666666664,0.24137931034482757,0.001413406126781923,0.048086153846153855
0.27999999999999997,0.20833333333333334,0.4310344827586206,0.023469821049438885,0.048086153846153855
0.23999999999999994,0.125,0.2982758620689655,0.0024931756141947227,0.018152307692307693
0.36,0.625,0.6551724137931035,0.058046709129511674,0.0697476923076923
0.12000000000000002,0.375,0.27586206896551724,0.09165301789505612,0.02911692307692308
0.22000000000000003,0.041666666666666664,0.18965517241379312,0.0009948437973915682,0.0002353846153846154
0.07999999999999999,0.041666666666666664,0.0689655172413793,0.0001213224143160449,0.9982523076923078
0.42000000000000004,0.041666666666666664,0.3620689655172414,0.01097361237488626,0.008666153846153846
0.23999999999999994,0.375,0.6206896551724138,0.05424325144070367,0.07635230769230769
0.38,0.125,0.3620689655172414,0.011883530482256597,0.008952307692307692
0.33999999999999997,0.20833333333333334,0.5517241379310345,0.03955717318774644,0.031132307692307692
0.42000000000000004,0.041666666666666664,0.3620689655172414,0.008547164088565363,0.04776769230769231
0.25999999999999995,0.20833333333333334,0.4310344827586206,0.02180770397330907,0.0379123076923077
0.4,0.20833333333333334,0.4482758620689655,0.018659387321807705,0.02562769230769231
0.33999999999999997,0.041666666666666664,0.29310344827586204,0.011349711859265999,0.1259446153846154
0.27999999999999997,0.20833333333333334,0.5172413793103448,0.03390354868061875,0.028901538461538465
0.36,0.041666666666666664,0.31034482758620685,0.007697907188353048,0.020155384615384617
,,,0.0010251744009705792,
0.36,0.125,0.3793103448275862,0.011191992720655141,0.051726153846153845
0.13199999999999995,0.041666666666666664,0.11379310344827581,0.0008492569002123143,0.048086153846153855
0.2,0.041666666666666664,0.1724137931034483,0.001516530178950561,0.0003384615384615388
0.25999999999999995,0.041666666666666664,0.22413793103448273,0.003839854413102821,0.04776769230769231
0.42000000000000004,0.4583333333333333,0.5517241379310345,0.05418865635426145,0.05867076923076922
0.36,0.125,0.31034482758620685,0.008911131331513496,0.0033230769230769234
0.4,0.2916666666666667,0.48275862068965525,0.02407643312101911,0.029912307692307693
0.4,0.20833333333333334,0.4310344827586206,0.010609645131938126,0.023160000000000004
0.42000000000000004,0.20833333333333334,0.4482758620689655,0.025623293903548682,0.023355384615384618
0.32,0.041666666666666664,0.27586206896551724,0.007643312101910828,0.005044615384615384
0.052000000000000005,0.041666666666666664,0.04482758620689656,0.0032696390658174096,0.0
0.27999999999999997,0.9583333333333334,0.41379310344827586,0.8569608735213831,0.3982523076923076
0.27999999999999997,0.20833333333333334,0.4310344827586206,0.021043372763117987,0.048086153846153855
0.43999999999999995,0.2916666666666667,0.5172413793103448,0.02926903245374583,0.036116923076923074
0.23999999999999994,0.041666666666666664,0.2068965517241379,0.07788292387018501,0.4474830769230769
0.38,0.20833333333333334,0.48275862068965525,0.020109190172884442,0.03138923076923077
0.2,0.20833333333333334,0.48275862068965525,0.022365787079162876,0.0379123076923077
0.1,0.4583333333333333,0.5689655172413793,0.04897179253867152,0.046169230769230775
0.15999999999999998,0.625,0.603448275862069,0.07301789505611161,0.05563692307692307
0.36,0.20833333333333334,0.3793103448275862,0.06350621777373369,0.07060615384615385
0.42000000000000004,0.125,0.48275862068965525,0.01581437670609645,0.021910769230769234
0.38,0.2916666666666667,0.6379310344827586,0.04719441916894146,0.09069538461538461
0.42000000000000004,0.375,0.5689655172413793,0.03947831361844101,0.04100461538461539
0.33999999999999997,0.20833333333333334,0.5517241379310345,0.03712465878070974,0.031132307692307692
0.4,0.125,0.46551724137931033,0.010227479526842585,0.021910769230769234
0.1,0.2916666666666667,0.24137931034482757,0.061122232332423414,0.5751753846153845
0.3,0.7916666666666666,0.4310344827586206,0.8226751592356688,0.2751753846153846
0.12000000000000002,0.375,0.24137931034482757,0.06078859569305429,0.5751753846153845
0.13199999999999995,0.125,0.16034482758620686,0.009420685471640886,0.005927692307692307
0.13999999999999996,0.20833333333333334,0.2068965517241379,0.03532302092811647,0.006696923076923077
0.1,0.4583333333333333,0.5689655172413793,0.050876554443433426,0.046169230769230775
0.07999999999999999,0.2916666666666667,0.5,0.037907188353048224,0.031518461538461544
0.25999999999999995,0.20833333333333334,0.46551724137931033,0.016560509554140127,0.0379123076923077
0.33999999999999997,0.125,0.46551724137931033,0.020855323020928115,0.020284615384615387
0.18,0.2916666666666667,0.5689655172413793,0.04058234758871702,0.05776923076923077
0.18,0.20833333333333334,0.48275862068965525,0.0259447983014862,0.02830153846153846
0.42000000000000004,0.125,0.48275862068965525,0.015862905671822868,0.020155384615384617
0.43999999999999995,0.2916666666666667,0.5172413793103448,0.03558386411889597,0.03612153846153846
0.33999999999999997,0.041666666666666664,0.29310344827586204,0.004956020624810434,0.4828676923076923
